상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격
동원 양반 수라 차돌육개장 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,24000,4.9,58,460,5,2300,104.35
동원 양반 수라 부대찌개 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,24000,4.8,44,460,5,2300,104.35
동원 양반 수라 돼지고기 김치찌개 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,24000,4.9,16,460,5,2300,104.35
동원 양반 수라 한우사골설렁탕 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,24000,5,15,460,5,2300,104.35
동원 양반 수라 차돌된장찌개 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,24000,4.1,7,460,5,2300,104.35
동원 런천미트 200g x 10캔,햄/닭가슴살,가공육,반찬/주재료,20900,5,16,200,10,2000,104.5
동원 양반 보양 삼계탕 900g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,28400,4.8,95,900,3,2700,105.19
동원 떡볶이의신 우리쌀 국물떡볶이 422g(2인) x 2개,떡볶이/떡류,떡류,간식,8900,4.8,17,422,2,844,105.45
동원 양반 수라 통다리 닭볶음탕 490g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,25900,4.8,12,490,5,2450,105.71
동원 양반 수라 왕갈비탕 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,14600,4.8,92,460,3,1380,105.8
동원 양반 수라 도가니설렁탕 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,14600,4.9,24,460,3,1380,105.8
동원 번데기 130gx6캔,골뱅이/수산통조림,통조림,안주/반찬,8300,4.9,15,130,6,780,106.41
동원 양반 수라 왕갈비탕 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,4900,4.7,159,460,1,460,106.52
동원 양반 수라 도가니설렁탕 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,4900,4.8,12,460,1,460,106.52
동원 자연산꽁치 400g x 6캔,고등어/꽁치통조림,통조림,반찬,25800,5,116,400,6,2400,107.5
동원 번데기 130gx3캔,골뱅이/수산통조림,통조림,안주/반찬,4200,4.9,37,130,3,390,107.69
동원 양반 캔갓김치 160g x 48캔,반찬/기타통조림,반찬,반찬,83000,0,0,160,48,7680,108.07
동원 양반 수라 통다리 닭볶음탕 490g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15900,4.7,6,490,3,1470,108.16
동원 자연산꽁치 400g x 3캔,고등어/꽁치통조림,통조림,반찬,13000,4.9,271,400,3,1200,108.33
동원 양반 수라 부대찌개 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15000,4.8,70,460,3,1380,108.7
동원 양반 수라 한우사골설렁탕 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15000,4.9,50,460,3,1380,108.7
동원 양반 수라 차돌육개장 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15000,4.9,49,460,3,1380,108.7
동원 양반 수라 돼지고기 김치찌개 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15000,4.8,16,460,3,1380,108.7
동원 양반 수라 차돌된장찌개 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15000,5,11,460,3,1380,108.7
동원 양반 보양 삼계탕 900g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,9980,4.8,15,900,1,900,110.89
동원 참치액 진 900g,고춧가루/액젓,양념,조미료,9980,5,8,900,1,900,110.89
동원 참치액 진 900g,동원참치액,소스,조미료,9980,5,8,900,1,900,110.89
동원 참치액 순 900g,동원참치액,소스,조미료,9980,5,7,900,1,900,110.89
동원 참치액 순 900g,분말/액상조미료,조미료,조미료,9980,5,7,900,1,900,110.89
동원 참치액 진 900gx3개,고춧가루/액젓,양념,조미료,29940,0,0,900,3,2700,110.89
동원 참치액 진 900gx3개,동원참치액,소스,조미료,29940,0,0,900,3,2700,110.89
동원 런천미트 200g x 4캔,햄/닭가슴살,가공육,반찬/주재료,8900,5,7,200,4,800,111.25
동원 떡볶이의신 짜장떡볶이 385g (2인분) x 3개,떡볶이/떡류,떡류,간식,12900,5,2,385,3,1155,111.69
동원 양반 수라 통다리 삼계탕 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,25900,5,73,460,5,2300,112.61
동원 번데기 130g,골뱅이/수산통조림,통조림,안주/반찬,1480,4.9,19,130,1,130,113.85
동원 양반 캔볶음김치 160g x 20캔,반찬/기타통조림,반찬,반찬,36600,5,32,160,20,3200,114.38
동원 양반 캔김치 160g x 20캔,반찬/기타통조림,반찬,반찬,36600,5,17,160,20,3200,114.38
동원 양반 캔갓김치 160g x 20캔,반찬/기타통조림,반찬,반찬,36600,0,0,160,20,3200,114.38
동원 양반 수라 통다리 삼계탕 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15900,4.9,112,460,3,1380,115.22
동원 양반 캔볶음김치 160g x 10캔,반찬/기타통조림,반찬,반찬,18500,4.9,56,160,10,1600,115.62
동원 양반 캔김치 160g x 10캔,반찬/기타통조림,반찬,반찬,18500,4.6,44,160,10,1600,115.62
동원 양반 캔갓김치 160g x 10캔,반찬/기타통조림,반찬,반찬,18500,4.6,7,160,10,1600,115.62
[4%적립금] 동원 리챔 순닭가슴살 135g x 48개(1박스),햄/닭가슴살,가공육,반찬/주재료,75000,5,140,135,48,6480,115.74
동원 자연산꽁치 300g x 12캔,고등어/꽁치통조림,통조림,반찬,42000,5,16,300,12,3600,116.67
동원 떡볶이의신 우리쌀 국물떡볶이 422g(2인),떡볶이/떡류,떡류,간식,4980,4.9,13,422,1,422,118.01
동원 양반 캔볶음김치 160g x 5캔,반찬/기타통조림,반찬,반찬,9500,4.9,39,160,5,800,118.75
동원 양반 캔김치 160g x 5캔,반찬/기타통조림,반찬,반찬,9500,5,16,160,5,800,118.75
동원 양반 캔갓김치 160g x 5캔,반찬/기타통조림,반찬,반찬,9500,4.9,10,160,5,800,118.75
비비드키친 저칼로리 데리야끼소스 285g x 4개,기타양념,양념,조미료,13600,0,0,285,4,1140,119.3
동원 양반 수라 부대찌개 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,5500,4.8,100,460,1,460,119.57
동원 양반 수라 한우사골설렁탕 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,5500,4.8,37,460,1,460,119.57
동원 양반 수라 차돌육개장 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,5500,4.7,33,460,1,460,119.57
동원 양반 수라 차돌된장찌개 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,5500,4.9,11,460,1,460,119.57
동원 참치액 순 500gx3개,고춧가루/액젓,양념,조미료,17940,4.9,8,500,3,1500,119.6
동원 참치액 순 500gx3개,동원참치액,소스,조미료,17940,4.9,8,500,3,1500,119.6
동원 참치액 진 500g,고춧가루/액젓,양념,조미료,5980,5,4,500,1,500,119.6
동원 참치액 진 500g,동원참치액,소스,조미료,5980,5,4,500,1,500,119.6
동원 참치액 순 500g,고춧가루/액젓,양념,조미료,5980,4.3,3,500,1,500,119.6
동원 참치액 순 500g,동원참치액,소스,조미료,5980,4.3,3,500,1,500,119.6
[동원] 동원 쯔유 500g,간장/고추장/된장/쌈장,장류,조미료,5980,5,1,500,1,500,119.6
동원 참치액 진 500gx3개,고춧가루/액젓,양념,조미료,17940,0,0,500,3,1500,119.6
동원 참치액 진 500gx3개,동원참치액,소스,조미료,17940,0,0,500,3,1500,119.6
동원 리챔 340g x 12캔,햄/닭가슴살,가공육,반찬/주재료,49000,5,172,340,12,4080,120.1
양반 캔볶음김치 160g x 4개,반찬/기타통조림,반찬,반찬,7700,5,1,160,4,640,120.31
동원 양반 수라 통다리 닭볶음탕 490g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,5900,4.8,10,490,1,490,120.41
동원 리챔 340g x 9캔,햄/닭가슴살,가공육,반찬/주재료,36900,5,70,340,9,3060,120.59
★시식코너특가★동원홈푸드 비비드키친 저칼로리 데리야끼소스 285g x 2개,기타양념,양념,조미료,6900,5,1,285,2,570,121.05
동원 꽁치 230g x 12캔,고등어/꽁치통조림,통조림,반찬,33600,5,5,230,12,2760,121.74
양반 1등비법 듬뿍 밤단팥죽 285g,죽/스프,즉석조리식품,간편식사,3500,0,0,285,1,285,122.81
동원 김치찌개용 꽁치 300g x 12캔,고등어/꽁치통조림,통조림,반찬,44400,5,7,300,12,3600,123.33
동원 떡볶이의신 우리쌀 로제떡볶이 360g(2인) x 2개,떡볶이/떡류,떡류,간식,8900,5,4,360,2,720,123.61
동원 자연산꽁치 300g x 9캔,고등어/꽁치통조림,통조림,반찬,33400,5,11,300,9,2700,123.7
동원 양반 캔볶음김치 160g,반찬/기타통조림,반찬,반찬,1980,4.9,54,160,1,160,123.75
동원 런천미트 200g,햄/닭가슴살,가공육,반찬/주재료,2500,5,33,200,1,200,125
동원 양반 캔갓김치 160g,반찬/기타통조림,반찬,반찬,2000,4.6,14,160,1,160,125
동원 리챔 340g x 6캔,햄/닭가슴살,가공육,반찬/주재료,25500,4.8,6,340,6,2040,125
비비드그린 저당 단호박죽 280g,죽/스프,즉석조리식품,간편식사,3500,5,2,280,1,280,125
비비드그린 저당 단호박죽 280g,메인요리,즉석조리식품,메인요리,3500,5,2,280,1,280,125
동원 떡볶이의신 신당동 즉석쫄볶이 397g (2인분),떡볶이/떡류,떡류,간식,4980,4.9,73,397,1,397,125.44
동원 자연산꽁치 300g x 3캔,고등어/꽁치통조림,통조림,반찬,11300,4.9,17,300,3,900,125.56
동원참치 살코기 라이트스탠다드 250g x 10캔,참치/연어통조림,통조림,반찬/주재료,31490,4.9,984,250,10,2500,125.96
동원 리챔 340g x 3캔,햄/닭가슴살,가공육,반찬/주재료,12900,5,37,340,3,1020,126.47
동원 리챔 더블라이트 300g x 12캔,햄/닭가슴살,가공육,반찬/주재료,45600,5,3,300,12,3600,126.67
동원참치 살코기 라이트스탠다드 250g x 15캔,참치/연어통조림,통조림,반찬/주재료,47600,4.9,291,250,15,3750,126.93
[2%적립금] 동원 고추참치(덕용) 1880g,참치/연어통조림,통조림,반찬/주재료,24000,0,0,1880,1,1880,127.66
[1+1] 동원 프리미엄 동원참치액 900g,고춧가루/액젓,양념,조미료,22980,5,24,900,2,1800,127.67
[4%적립금] 동원참치 라이트스탠다드 250g x 36개(1박스),참치/연어통조림,통조림,반찬/주재료,115000,4.9,36,250,36,9000,127.78
[4%적립금] 동원참치 DHA 250g x 36개(1박스),참치/연어통조림,통조림,반찬/주재료,115000,5,22,250,36,9000,127.78
동원 자연산꽁치 300g x 6캔,고등어/꽁치통조림,통조림,반찬,23100,4,4,300,6,1800,128.33
비비드그린 저당 단호박죽 280g x 2개,죽/스프,즉석조리식품,간편식사,7200,5,3,280,2,560,128.57
비비드그린 저당 단호박죽 280g x 2개,메인요리,즉석조리식품,메인요리,7200,5,3,280,2,560,128.57
동원 떡볶이의신 짜장떡볶이 385g (2인분),떡볶이/떡류,떡류,간식,4980,4.7,31,385,1,385,129.35
동원 양반 수라 통다리 삼계탕 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,5980,5,22,460,1,460,130
동원 리챔 더블라이트 300g x 9캔,햄/닭가슴살,가공육,반찬/주재료,35100,4.6,5,300,9,2700,130
동원 김치찌개용 꽁치 300g x 9캔,고등어/꽁치통조림,통조림,반찬,35100,5,2,300,9,2700,130
동원 꽁치 230g x 9캔,고등어/꽁치통조림,통조림,반찬,27000,4.8,10,230,9,2070,130.43
동원 새콤달콤 도톰쫄깃 삼각유부초밥 340g(4인용) x 2개,아이반찬,반찬,반찬,8900,4.9,19,340,2,680,130.88
동원참치 김치찌개용 250g x 20캔,참치/연어통조림,통조림,반찬/주재료,65990,4.9,37,250,20,5000,131.98
동원참치 고추참치 250g x 20캔,참치/연어통조림,통조림,반찬/주재료,66000,5,47,250,20,5000,132
동원참치 DHA 250g x 15캔,참치/연어통조림,통조림,반찬/주재료,49500,5,28,250,15,3750,132
동원 리챔 340g,햄/닭가슴살,가공육,반찬/주재료,4500,4.9,208,340,1,340,132.35
동원참치 마일드참치 200g x 10캔,참치/연어통조림,통조림,반찬/주재료,26490,4.9,791,200,10,2000,132.45
동원 리챔 더블라이트 300g x 6캔,햄/닭가슴살,가공육,반찬/주재료,24000,5,5,300,6,1800,133.33
동원 자연산골뱅이탕(얼큰한국물) 300g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,40000,5,2,300,10,3000,133.33
동원 떡볶이의신 학교앞 국물떡볶이 372g (2인분),떡볶이/떡류,떡류,간식,4980,4.5,63,372,1,372,133.87
동원 꽁치 230g x 6캔,고등어/꽁치통조림,통조림,반찬,18600,4.9,52,230,6,1380,134.78
동원 참치다시 2kg,분말/액상조미료,조미료,조미료,26980,0,0,2,1,2000,134.9
동원 리챔 더블라이트 200g x 12캔,햄/닭가슴살,가공육,반찬/주재료,32400,4.9,15,200,12,2400,135
동원 리챔 순살꼬꼬 200g x 12개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,32400,5,14,200,12,2400,135
동원 리챔 프로틴 200g x 12캔,햄/닭가슴살,가공육,반찬/주재료,32400,5,3,200,12,2400,135
동원참치 김치찌개용 250g x 15캔,참치/연어통조림,통조림,반찬/주재료,51000,5,14,250,15,3750,136
동원 리챔 더블라이트 300g x 3캔,햄/닭가슴살,가공육,반찬/주재료,12300,4.8,5,300,3,900,136.67
동원 구운소금 210g,소금,양념,조미료,2900,4.9,70,210,1,210,138.1
동원 떡볶이의신 우리쌀 로제떡볶이 360g(2인),떡볶이/떡류,떡류,간식,4980,4.3,6,360,1,360,138.33
동원 리챔 200g x 10캔,햄/닭가슴살,통조림,반찬/주재료,27900,5,837,200,10,2000,139.5
동원참치 김치찌개용 250g x 10캔,참치/연어통조림,통조림,반찬/주재료,35000,5,169,250,10,2500,140
동원참치 DHA 250g x 10캔,참치/연어통조림,통조림,반찬/주재료,35000,4.9,165,250,10,2500,140
동원참치 고추참치 250g x 10캔,참치/연어통조림,통조림,반찬/주재료,35000,4.9,146,250,10,2500,140
동원 김치찌개용 꽁치 300g x 3캔,고등어/꽁치통조림,통조림,반찬,12600,4.7,29,300,3,900,140
동원 리챔 순살꼬꼬 200g x 8개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,22400,0,0,200,8,1600,140
동원 리챔 순닭가슴살 135g x 24개(1/2박스),햄/닭가슴살,가공육,반찬/주재료,45600,5,58,135,24,3240,140.74
동원 새콤달콤 도톰쫄깃 삼각유부초밥 340g (4인용),아이반찬,반찬,반찬,4800,4.9,182,340,1,340,141.18
동원 리챔 200g x 12캔,햄/닭가슴살,가공육,반찬/주재료,33900,4.9,335,200,12,2400,141.25
동원홈푸드 비비드키친 저칼로리비빔장 280g,기타양념,양념,조미료,3980,4.9,34,280,1,280,142.14
동원 리챔 더블라이트 200g x 9캔,햄/닭가슴살,가공육,반찬/주재료,25600,5,7,200,9,1800,142.22
동원 리챔 200g x 9캔,햄/닭가슴살,가공육,반찬/주재료,25600,5,4,200,9,1800,142.22
동원 리챔 프로틴 200g x 9캔,햄/닭가슴살,가공육,반찬/주재료,25600,0,0,200,9,1800,142.22
동원참치 고추참치 250g x 5캔,참치/연어통조림,통조림,반찬/주재료,17800,5,38,250,5,1250,142.4
동원참치 DHA 150g x 48캔 (1박스),참치/연어통조림,통조림,반찬/주재료,103000,5,105,150,48,7200,143.06
동원 김치찌개용 꽁치 300g x 6캔,고등어/꽁치통조림,통조림,반찬,25800,5,7,300,6,1800,143.33
동원 리챔 더블라이트 300g,햄/닭가슴살,가공육,반찬/주재료,4300,4.8,4,300,1,300,143.33
동원 자연산골뱅이탕(얼큰한국물) 300g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,21500,5,2,300,5,1500,143.33
동원 꽁치 230g x 3캔,고등어/꽁치통조림,통조림,반찬,9900,4.9,40,230,3,690,143.48
동원참치 살코기 라이트스탠다드 250g x 3캔,참치/연어통조림,통조림,반찬/주재료,10800,4.9,148,250,3,750,144
동원참치 고추참치 250g x 3캔,참치/연어통조림,통조림,반찬/주재료,10800,4.9,28,250,3,750,144
[순진900] 동원 참치액 900g 순+진,고춧가루/액젓,양념,조미료,12980,4.9,15,900,1,900,144.22
동원 리챔 200g x 6캔,햄/닭가슴살,가공육,반찬/주재료,17400,5,226,200,6,1200,145
동원 리챔 더블라이트 200g x 6캔,햄/닭가슴살,가공육,반찬/주재료,17400,5,8,200,6,1200,145
동원 리챔 순살꼬꼬 200g x 6개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,17400,5,3,200,6,1200,145
동원 리챔 프로틴 200g x 6캔,햄/닭가슴살,가공육,반찬/주재료,17400,0,0,200,6,1200,145
동원 국산고구마당면 400g,파스타/생면/건면/기타 면,면류,주식,5900,4.9,15,400,1,400,147.5
동원참치 마일드참치 200g x 15캔,참치/연어통조림,통조림,반찬/주재료,44250,5,11,200,15,3000,147.5
동원참치 살코기 라이트스탠다드 250g,참치/연어통조림,통조림,반찬/주재료,3700,4.9,282,250,1,250,148
동원참치 김치찌개용 250g,참치/연어통조림,통조림,반찬/주재료,3700,5,56,250,1,250,148
동원참치 고추참치 250g,참치/연어통조림,통조림,반찬/주재료,3700,4.8,18,250,1,250,148
동원 리챔 순닭가슴살 135g x 12개,햄/닭가슴살,가공육,반찬/주재료,24000,5,6,135,12,1620,148.15
동원 리챔 200g x 3캔,햄/닭가슴살,가공육,반찬/주재료,8900,4.9,66,200,3,600,148.33
동원 리챔 더블라이트 200g x 3캔,햄/닭가슴살,가공육,반찬/주재료,8900,4.9,24,200,3,600,148.33
동원 리챔 순살꼬꼬 200g x 3개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,8900,5,5,200,3,600,148.33
동원 리챔 프로틴 200g x 3캔,햄/닭가슴살,가공육,반찬/주재료,8900,5,1,200,3,600,148.33
동원 떡볶이의신 더매운 컵떡볶이 160g x 10개,떡볶이/떡류,떡류,간식,23900,5,7,160,10,1600,149.38
[1+1]동원 참치다시 300g,분말/액상조미료,조미료,조미료,8980,5,1,300,2,600,149.67
[1+1] 동원 프리미엄 동원참치액 500g,고춧가루/액젓,양념,조미료,14980,4.7,14,500,2,1000,149.8
[2+2] 동원 프리미엄 동원참치액 500g,고춧가루/액젓,양념,조미료,29960,5,4,500,4,2000,149.8
동원 리챔 200g,햄/닭가슴살,가공육,반찬/주재료,3000,5,317,200,1,200,150
동원참치 마일드참치 200gx5캔,참치/연어통조림,통조림,반찬/주재료,15000,5,9,200,5,1000,150
동원 리챔 더블라이트 200g,햄/닭가슴살,가공육,반찬/주재료,3000,5,6,200,1,200,150
동원 리챔 프로틴 200g,햄/닭가슴살,가공육,반찬/주재료,3000,5,5,200,1,200,150
동원 자연산골뱅이탕(얼큰한국물) 300g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,13500,4.7,3,300,3,900,150
동원참치 살코기 라이트스탠다드 250g x 5캔,참치/연어통조림,통조림,반찬/주재료,18900,4.9,316,250,5,1250,151.2
동원참치 김치찌개용 250g x 5캔,참치/연어통조림,통조림,반찬/주재료,18900,5,11,250,5,1250,151.2
동원참치 DHA 250g x 5캔,참치/연어통조림,통조림,반찬/주재료,18900,4.8,4,250,5,1250,151.2
동원 하루미 마라 떡볶이양념 130g,기타양념,양념,조미료,1980,4.7,3,130,1,130,152.31
동원 하루미 매콤달콤 떡볶이양념 130g,기타양념,양념,조미료,1980,5,2,130,1,130,152.31
동원 하루미 불닭로제맛 떡볶이양념 130g,기타양념,양념,조미료,1980,5,1,130,1,130,152.31
동원참치 김치찌개용 250g x 3캔,참치/연어통조림,통조림,반찬/주재료,11550,4.9,37,250,3,750,154
하루미 불닭로제 떡볶이 양념 2개 + 매콤달콤 떡볶이 양념 1개 + 마라 떡볶이양념 1개 + 양반 떡볶이떡 320g,기타양념,양념,조미료,9900,4.5,2,320,2,640,154.69
동원참치 마일드참치 200g x 3캔,참치/연어통조림,통조림,반찬/주재료,9300,5,7,200,3,600,155
[4%적립금] 동원 화끈한골뱅이 400g x 24개(1박스),골뱅이/수산통조림,통조림,안주/반찬,149000,5,7,400,24,9600,155.21
동원참치 살코기 라이트스탠다드 135gx20캔,참치/연어통조림,통조림,반찬/주재료,42000,4.9,54,135,20,2700,155.56
동원 리챔 순닭가슴살 135g x 8개,햄/닭가슴살,가공육,반찬/주재료,16800,4.9,7,135,8,1080,155.56
동원홈푸드 비비드키친 알룰로스 510g x 2개,올리고당/물엿/조청/꿀,당류,요리재료,15900,4,3,510,2,1020,155.88
동원참치 DHA 250g,참치/연어통조림,통조림,반찬/주재료,3900,4.9,38,250,1,250,156
동원참치 DHA 250g x 3캔,참치/연어통조림,통조림,반찬/주재료,11700,5,7,250,3,750,156
동원 떡볶이의신 매콤달콤 컵떡볶이 160g x 5개,떡볶이/떡류,떡류,간식,12500,4.7,33,160,5,800,156.25
동원 자연산꽁치 300g,고등어/꽁치통조림,통조림,반찬,4700,5,5,300,1,300,156.67
[10%적립]동원 리챔 순닭가슴살 135g x 16개,햄/닭가슴살,가공육,반찬/주재료,33900,4.9,22,135,16,2160,156.94
동원 초밥의달인 큰사각유부초밥 378g x 2개,아이반찬,반찬,반찬,11900,5,48,378,2,756,157.41
동원 리챔 더블라이트 120g x 20캔,햄/닭가슴살,가공육,반찬/주재료,38000,4.9,36,120,20,2400,158.33
[순진500] 동원 참치액 500g 순+진,참치/연어통조림,통조림,반찬/주재료,7980,4.9,15,500,1,500,159.6
동원 참치다시 1kg,분말/액상조미료,조미료,조미료,15980,5,1,1,1,1000,159.8
동원참치 마일드참치 200g,참치/연어통조림,통조림,반찬/주재료,3200,4.9,20,200,1,200,160
동원참치 스프레드 고소마요 100gx4입,참치/연어통조림,통조림,반찬/주재료,6400,4.8,15,100,4,400,160
동원 자연산골뱅이탕(얼큰한국물) 300g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,9600,0,0,300,2,600,160
동원 자연산골뱅이탕(얼큰한국물) 300g,골뱅이/수산통조림,통조림,안주/반찬,4900,4.6,7,300,1,300,163.33
동원참치 살코기 라이트스탠다드 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,12300,4.9,845,150,5,750,164
동원참치 고추참치 150g x 20캔,참치/연어통조림,통조림,반찬/주재료,49200,4.9,158,150,20,3000,164
동원 초밥의달인 큰사각유부초밥 189g x 2개,아이반찬,반찬,반찬,6200,5,5,189,2,378,164.02
동원 참치액 진 240g,동원참치액,소스,조미료,3980,0,0,240,1,240,165.83
동원 참치액 진 240gx3병,동원참치액,소스,조미료,11940,0,0,240,3,720,165.83
동원 초밥의달인 큰사각유부초밥 378g,아이반찬,반찬,반찬,6280,4.9,55,378,1,378,166.14
동원참치 살코기 라이트스탠다드 150g x 20캔,참치/연어통조림,통조림,반찬/주재료,50000,4.9,899,150,20,3000,166.67
동원참치 살코기 라이트스탠다드 135gx10캔,참치/연어통조림,통조림,반찬/주재료,22500,4.9,184,135,10,1350,166.67
동원참치 김치찌개용 150g x 20캔,참치/연어통조림,통조림,반찬/주재료,50000,5,30,150,20,3000,166.67
동원참치 매운고추참치 150g x 20캔,참치/연어통조림,통조림,반찬/주재료,50000,5,26,150,20,3000,166.67
동원참치 야채참치 150g x 20캔,참치/연어통조림,통조림,반찬/주재료,50000,5,23,150,20,3000,166.67
동원참치 DHA 150g x 20캔,참치/연어통조림,통조림,반찬/주재료,50000,4.9,16,150,20,3000,166.67
동원 김치찌개용 꽁치 300g,고등어/꽁치통조림,통조림,반찬,5000,5,1,300,1,300,166.67
동원 마일드참치 150gx20캔,참치/연어통조림,통조림,반찬/주재료,50000,0,0,150,20,3000,166.67
동원홈푸드 비비드키친 저당 굴소스 310g,기타양념,양념,조미료,5200,5,393,310,1,310,167.74
동원홈푸드 비비드키친 알룰로스 510g,올리고당/물엿/조청/꿀,당류,요리재료,8580,4.9,10,510,1,510,168.24
동원 떡볶이의신 고소한치즈 컵떡볶이 160g,떡볶이/떡류,떡류,간식,2700,4.7,42,160,1,160,168.75
동원 떡볶이의신 매콤달콤 컵떡볶이 160g,떡볶이/떡류,떡류,간식,2700,5,36,160,1,160,168.75
동원 떡볶이의신 더매운 컵떡볶이 160g,떡볶이/떡류,떡류,간식,2700,4.7,27,160,1,160,168.75
[4%적립금] 동원참치 루피는 참치마요 100g x 60개(1박스),참치/연어통조림,통조림,반찬/주재료,102000,0,0,100,60,6000,170
[4%적립금] 동원참치 뽀로로 키즈 100g x 60개(1박스),참치/연어통조림,통조림,반찬/주재료,102000,0,0,100,60,6000,170
동원참치 살코기 라이트스탠다드 135gx5개,참치/연어통조림,통조림,반찬/주재료,11500,5,3,135,5,675,170.37
동원참치 살코기 인 워터 100g x 20캔,참치/연어통조림,통조림,반찬/주재료,34490,5,97,100,20,2000,172.45
동원참치 살코기 라이트스탠다드 135gx3캔,참치/연어통조림,통조림,반찬/주재료,7000,5,5,135,3,405,172.84
동원 꽁치 230g,고등어/꽁치통조림,통조림,반찬,4000,4.9,28,230,1,230,173.91
동원 초밥의달인 큰사각유부초밥 189g,아이반찬,반찬,반찬,3300,5,16,189,1,189,174.6
동원 리챔 더블라이트 120g x 12캔,햄/닭가슴살,가공육,반찬/주재료,25200,4.7,9,120,12,1440,175
동원참치 살코기 라이트스탠다드 100g x 3캔,참치/연어통조림,통조림,반찬/주재료,5300,5,126,100,3,300,176.67
동원참치 고추참치 100g x 3캔,참치/연어통조림,통조림,반찬/주재료,5300,4.9,67,100,3,300,176.67
동원참치 루피는 참치마요 100g x 3캔,참치/연어통조림,통조림,반찬/주재료,5300,5,21,100,3,300,176.67
동원맛참 마요참기름 135gX5캔,참치/연어통조림,통조림,반찬/주재료,12000,4.9,24,135,5,675,177.78
동원 고추참치 90g x 20캔,참치/연어통조림,통조림,반찬/주재료,32000,5,15,90,20,1800,177.78
동원참치 살코기 라이트스탠다드 90gx20캔,참치/연어통조림,통조림,반찬/주재료,32000,0,0,90,20,1800,177.78
동원참치 살코기 라이트스탠다드 85g x 60캔(1박스),참치/연어통조림,통조림,반찬/주재료,91200,5,120,85,60,5100,178.82
동원참치 고추참치 85g x 60캔(1박스),참치/연어통조림,통조림,반찬/주재료,91200,5,10,85,60,5100,178.82
동원참치 살코기 라이트스탠다드 150g x 10캔,참치/연어통조림,통조림,반찬/주재료,27000,4.9,645,150,10,1500,180
동원참치 고추참치 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,13500,5,314,150,5,750,180
동원참치 고추참치 100g x 20캔,참치/연어통조림,통조림,반찬/주재료,36000,5,271,100,20,2000,180
동원참치 매운고추참치 150g x 10캔,참치/연어통조림,통조림,반찬/주재료,27000,4.9,251,150,10,1500,180
동원참치 김치찌개용 150g x 10캔,참치/연어통조림,통조림,반찬/주재료,27000,4.9,245,150,10,1500,180
동원참치 야채참치 150g x 10캔,참치/연어통조림,통조림,반찬/주재료,27000,4.9,216,150,10,1500,180
동원참치 고추참치 150g x 10캔,참치/연어통조림,통조림,반찬/주재료,27000,4.7,122,150,10,1500,180
동원참치 야채참치 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,13500,5,64,150,5,750,180
동원 마일드참치 150gx10캔,참치/연어통조림,통조림,반찬/주재료,27000,4.9,56,150,10,1500,180
동원참치 김치찌개용 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,13500,5,46,150,5,750,180
동원참치 DHA 150g x 10캔,참치/연어통조림,통조림,반찬/주재료,27000,4.8,39,150,10,1500,180
동원참치 매운고추참치 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,13500,5,39,150,5,750,180
