날짜(YYYY-MM-DD),상품 중분류 이름,등급이름,총가격(원),단위총물량(kg),산지코드,산지이름,직팜산지코드,직팜산지이름
2022-05-11,양파,특,1702000.0,2960.0,717000,경상북도 고령군,1150,경상북도 고령군
2024-09-02,양파,보통,1110000.0,1230.0,678000,경상남도 합천군,1140,경상남도 합천군
2020-08-20,양파,상,35000.0,100.0,520890,전남 나주시 공산면,1089,전라남도 나주시
2023-10-09,양파,상,1387000.0,1460.0,580910,전북 정읍시 감곡면,1116,전라북도 정읍시
2023-06-08,양파,보통,74200.0,280.0,770000,경상북도 영천시,1166,경상북도 영천시
2024-08-15,양파,특,240000.0,160.0,641111,경남 창원시 가음동,1124,경상남도 창원시
2018-04-10,양파,상,38700.0,516.0,548900,전남 고흥군 도양읍,1104,전라남도 고흥군
2024-05-31,양파,특,1330000.0,1400.0,636000,경상남도 의령군,1127,경상남도 의령군
2018-07-19,양파,상,6800500.0,17925.0,579800,전북 부안군 부안읍,1114,전라북도 부안군
2019-11-04,양파,특,112000.0,320.0,716800,경북 군위군 군위읍,1149,경상북도 군위군
2018-12-17,양파,특,540000.0,720.0,534000,전라남도 무안군,1097,전라남도 무안군
2018-02-24,양파,특,90000.0,120.0,565900,전북 완주군 봉동읍,1107,전라북도 완주군
2022-05-13,양파,하,45900.0,90.0,534841,전남 무안군 현경면 가입리,1097,전라남도 무안군
2020-07-27,양파,특,1350000.0,1500.0,482000,경기도 양주시,1077,경기도 양주시
2025-05-08,양파,하,3315000.0,3060.0,534000,전라남도 무안군,1097,전라남도 무안군
2020-10-29,양파,상,225000.0,112.5,210010,강원 강릉시 홍제동,1004,강원도 강릉시
2021-05-06,양파,상,572000.0,1040.0,503310,광주 남구 주월동,1083,광주광역시
2019-04-15,양파,특,533000.0,410.0,482000,경기도 양주시,1077,경기도 양주시
2022-12-15,양파,상,348000.0,580.0,770000,경상북도 영천시,1166,경상북도 영천시
2022-04-06,양파,하,698000.0,2975.0,548931,전남 고흥군 금산면 대흥리,1104,전라남도 고흥군
2020-10-07,양파,보통,333200.0,300.0,410340,경기 고양시 일산동구 산황동,1050,경기도 고양시
2023-05-16,양파,특,2145000.0,2470.0,534870,전남 무안군 해제면,1097,전라남도 무안군
2022-06-28,양파,보통,714000.0,1460.0,717000,경상북도 고령군,1150,경상북도 고령군
2022-05-21,양파,상,1830000.0,3000.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2022-10-03,양파,특,25808000.0,18400.0,343000,충청남도 당진시,1031,충청남도 당진시
2018-09-18,양파,특,648000.0,810.0,618142,부산 강서구 대저2동,1120,부산광역시
2021-04-15,양파,상,69500.0,50.0,380170,충북 충주시 가주동,1046,충청북도 충주시
2022-09-07,양파,하,552500.0,1020.0,534000,전라남도 무안군,1097,전라남도 무안군
2022-01-18,양파,상,4470000.0,9000.0,534000,전라남도 무안군,1097,전라남도 무안군
2023-05-17,양파,특,328000.0,400.0,678700,경남 합천군 합천읍 합천리 합천군청 ,1140,경상남도 합천군
2022-08-11,양파,특,200000.0,100.0,630000,경상남도 창원시 마산회원구,1124,경상남도 창원시
2022-11-04,양파,하,43000.0,30.0,534841,전남 무안군 현경면 가입리,1097,전라남도 무안군
2018-09-17,양파,특,1183200.0,1740.0,676810,경남 함양군 수동면,1139,경상남도 함양군
2022-04-27,양파,보통,4000.0,40.0,539000,전라남도 진도군,1099,전라남도 진도군
2023-04-03,양파,특,1908000.0,1590.0,600010,부산 중구 중앙동,1120,부산광역시
2021-12-24,양파,상,1650000.0,3000.0,635822,경남 창녕군 대지면 모산리,1126,경상남도 창녕군
2020-01-16,양파,특,864000.0,800.0,618000,부산광역시 부산 강서구,1120,부산광역시
2019-01-04,양파,특,10756000.0,15660.0,534840,전남 무안군 현경면,1097,전라남도 무안군
2024-06-14,양파,특,2593800.0,3100.0,711891,대구 달성군 구지면 가천리,1146,대구광역시
2023-09-22,양파,특,2418000.0,1860.0,676890,경남 함양군 유림면,1139,경상남도 함양군
2021-09-24,양파,특,2021600.0,2280.0,770600,경북 영천시 영천우체국사서함,1166,경상북도 영천시
2018-11-09,양파,특,280000.0,1000.0,579000,전라북도 부안군,1114,전라북도 부안군
2021-11-19,양파,특,10372500.0,13500.0,535000,전라남도 신안군,1096,전라남도 신안군
2022-05-06,양파,보통,15000.0,100.0,534804,전남 무안군 무안읍 성동리,1097,전라남도 무안군
2023-09-18,양파,하,1428000.0,1020.0,534000,전라남도 무안군,1097,전라남도 무안군
2019-09-26,양파,보통,2668250.0,7320.0,534000,전라남도 무안군,1097,전라남도 무안군
2025-04-07,양파,특,11639000.0,7725.0,636000,경상남도 의령군,1127,경상남도 의령군
2019-11-02,양파,하,1606500.0,3060.0,690000,제주도 제주시,1142,제주특별자치도 제주시
2023-06-05,양파,보통,365400.0,1160.0,636000,경상남도 의령군,1127,경상남도 의령군
2021-04-17,양파,특,3108000.0,3150.0,769801,경북 의성군 의성읍 도동리,1165,경상북도 의성군
2020-08-10,양파,상,388000.0,500.0,306160,대전 대덕구 갈전동,1019,대전광역시
2020-11-23,양파,특,8213000.0,5112.0,534000,전라남도 무안군,1097,전라남도 무안군
2018-05-04,양파,상,157500.0,315.0,548930,전남 고흥군 금산면,1104,전라남도 고흥군
2018-04-05,양파,특,7481100.0,31940.0,760000,경상북도 안동시,1160,경상북도 안동시
2022-04-25,양파,보통,1759500.0,3060.0,534802,전남 무안군 무안읍 교촌리,1097,전라남도 무안군
2020-07-08,양파,특,2310000.0,3150.0,745600,경북 문경시 문경우체국사서함,1156,경상북도 문경시
2023-06-13,양파,특,10000.0,10.0,325820,충남 서천군 판교면,1025,충청남도 서천군
2024-05-10,양파,특,3402000.0,3780.0,534870,전남 무안군 해제면,1097,전라남도 무안군
2018-06-13,양파,보통,29000.0,40.0,730870,경북 구미시 해평면,1153,경상북도 구미시
2022-03-15,양파,특,40908400.0,28321.2,676000,경상남도 함양군,1139,경상남도 함양군
2019-04-13,양파,하,2525000.0,5000.0,534000,전라남도 무안군,1097,전라남도 무안군
2018-01-06,양파,특,900000.0,600.0,565000,전라북도 완주군,1107,전라북도 완주군
2020-04-15,양파,특,1195200.0,1600.0,770872,경북 영천시 자양면 도일리,1166,경상북도 영천시
2022-12-22,양파,보통,700000.0,750.0,800000,중국,1170,수입산
2023-05-25,양파,보통,532000.0,720.0,641600,경남 창원시 창원우체국사서함,1124,경상남도 창원시
2019-10-08,양파,하,3600.0,12.0,534841,전남 무안군 현경면 가입리,1097,전라남도 무안군
2020-07-10,양파,하,150800.0,312.0,525000,전라남도 함평군,1090,전라남도 함평군
2021-05-13,양파,특,266200.0,484.0,548850,전남 고흥군 동강면,1104,전라남도 고흥군
2018-01-09,양파,특,36360.0,20.0,200140,강원 춘천시 사농동,1001,강원도 춘천시
2019-05-24,양파,특,2628000.0,6090.0,529000,전라남도 장흥군,1094,전라남도 장흥군
2018-01-31,양파,하,16234400.0,17808.0,534000,전라남도 무안군,1097,전라남도 무안군
2018-05-22,양파,특,2620000.0,6500.0,950000,전라남도 ,1176,전라남도 
2023-05-23,양파,특,2046000.0,1821.6,570600,전북 익산시 익산우체국사서함,1111,전라북도 익산시
2018-06-18,양파,보통,95200.0,168.0,534000,전라남도 무안군,1097,전라남도 무안군
2018-04-21,양파,특,1663700.0,1965.0,678000,경상남도 합천군,1140,경상남도 합천군
2023-11-13,양파,특,2200000.0,1100.0,464000,경기도 광주시,1068,경기도 광주시
2021-03-11,양파,상,957000.0,580.0,635700,경남 창녕군 창녕읍  창녕군청 ,1126,경상남도 창녕군
2024-04-02,양파,보통,1642800.0,1776.0,690000,제주도 제주시,1142,제주특별자치도 제주시
2023-04-05,양파,특,83517800.0,57720.0,697000,제주도 서귀포시,1144,제주특별자치도 서귀포시
2019-10-23,양파,특,110000.0,200.0,314835,충남 공주시 계룡면 월암리,1021,충청남도 공주시
2025-05-20,양파,보통,725000.0,1000.0,548000,전라남도 고흥군,1104,전라남도 고흥군
2024-04-12,양파,특,175000.0,70.0,641111,경남 창원시 가음동,1124,경상남도 창원시
2021-01-14,양파,특,13466800.0,10480.0,668890,경남 남해군 설천면,1137,경상남도 남해군
2023-06-08,양파,특,18024800.0,20720.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2019-07-16,양파,특,1500000.0,4500.0,534000,전라남도 무안군,1097,전라남도 무안군
2023-05-26,양파,특,105000.0,120.0,627834,경남 밀양시 산내면 송백리,1123,경상남도 밀양시
2021-06-21,양파,특,2431000.0,3060.0,525860,전남 함평군 나산면,1090,전라남도 함평군
2025-02-12,양파,특,1926000.0,1800.0,769000,경상북도 의성군,1165,경상북도 의성군
2020-08-03,양파,특,7889300.0,9740.0,678802,경남 합천군 합천읍 금양리,1140,경상남도 합천군
2019-05-07,양파,상,14000.0,140.0,570130,전북 익산시 목천동,1111,전라북도 익산시
2018-09-12,양파,특,3155800.0,6120.0,534811,전남 무안군 몽탄면 구산리,1097,전라남도 무안군
2019-07-22,양파,특,248000.0,960.0,770000,경상북도 영천시,1166,경상북도 영천시
2019-02-22,양파,상,1900000.0,4000.0,320010,충남 논산시 강산동,1022,충청남도 논산시
2023-11-21,양파,상,8100000.0,6750.0,534000,전라남도 무안군,1097,전라남도 무안군
2018-06-23,양파,특,133000.0,380.0,536000,전라남도 해남군,1098,전라남도 해남군
2021-06-29,양파,특,450000.0,900.0,320850,충남 논산시 양촌면,1022,충청남도 논산시
2024-09-09,양파,보통,673580.0,435.0,901000,서울특별시 ,1000,서울특별시
2018-10-06,양파,특,1936000.0,5760.0,527000,전라남도 강진군,1092,전라남도 강진군
2021-05-18,양파,하,1785000.0,3060.0,525000,전라남도 함평군,1090,전라남도 함평군
2023-04-19,양파,특,10057500.0,10125.0,529000,전라남도 장흥군,1094,전라남도 장흥군
2021-07-10,양파,특,1470000.0,2250.0,621873,경남 김해시 한림면 병동리,1121,경상남도 김해시
2018-04-23,양파,상,105000.0,266.0,548000,전라남도 고흥군,1104,전라남도 고흥군
2022-01-15,양파,특,120000.0,120.0,565000,전라북도 완주군,1107,전라북도 완주군
2025-02-10,양파,특,5010000.0,4500.0,800000,중국,1170,수입산
2022-01-06,양파,특,13650.0,15.0,200140,강원 춘천시 사농동,1001,강원도 춘천시
2021-07-21,양파,상,441000.0,820.0,534729,전남 무안군 청계면 도림리 목포대학교 ,1097,전라남도 무안군
2023-01-26,양파,보통,2200000.0,2000.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2021-01-11,양파,특,2080000.0,960.0,770000,경상북도 영천시,1166,경상북도 영천시
2019-01-15,양파,특,350000.0,1000.0,635920,경남 창녕군 계성면,1126,경상남도 창녕군
2018-10-16,양파,특,5824000.0,7800.0,520951,전남 나주시 이창동1∼112,1089,전라남도 나주시
2023-02-24,양파,하,5780000.0,4080.0,585000,전라북도 고창군,1115,전라북도 고창군
2024-04-08,양파,하,459000.0,612.0,536830,전남 해남군 계곡면,1098,전라남도 해남군
2023-06-05,양파,특,1198000.0,2366.0,534871,전남 무안군 해제면 광산리,1097,전라남도 무안군
2019-04-20,양파,특,814200.0,1125.0,690000,제주도 제주시,1142,제주특별자치도 제주시
2023-07-04,양파,상,287000.0,500.0,730040,경북 구미시 형곡동,1153,경상북도 구미시
2024-09-24,양파,보통,2890000.0,4080.0,534000,전라남도 무안군,1097,전라남도 무안군
2024-08-26,양파,특,44304800.0,36000.0,534000,전라남도 무안군,1097,전라남도 무안군
2022-07-09,양파,보통,32000.0,30.0,330270,충남 천안시 동남구 청당동,1026,충청남도 천안시
2023-06-13,양파,특,562500.0,1125.0,534000,전라남도 무안군,1097,전라남도 무안군
2018-05-01,양파,보통,710000.0,1420.0,676800,경남 함양군 함양읍,1139,경상남도 함양군
2019-06-13,양파,특,189000.0,594.0,904000,대전광역시 ,1019,대전광역시
2019-08-01,양파,보통,178500.0,1020.0,320000,충청남도 논산시,1022,충청남도 논산시
2022-08-18,양파,하,1300000.0,1950.0,565000,전라북도 완주군,1107,전라북도 완주군
2023-12-08,양파,상,6998400.0,6480.0,716800,경북 군위군 군위읍,1149,경상북도 군위군
2019-06-11,양파,상,422500.0,1300.0,635891,경남 창녕군 부곡면 거문리,1126,경상남도 창녕군
2018-06-12,양파,하,12500.0,20.0,730870,경북 구미시 해평면,1153,경상북도 구미시
2019-06-01,양파,보통,18000.0,40.0,314830,충남 공주시 계룡면,1021,충청남도 공주시
2020-02-26,양파,특,1334000.0,696.0,534000,전라남도 무안군,1097,전라남도 무안군
2019-11-23,양파,특,1325000.0,2000.0,579000,전라북도 부안군,1114,전라북도 부안군
2024-06-03,양파,상,195000.0,150.0,320800,충남 논산시 대교동1∼210,1022,충청남도 논산시
2024-01-22,양파,특,53200.0,70.0,730800,경북 구미시 선산읍,1153,경상북도 구미시
2025-03-12,양파,특,3370000.0,1950.0,716000,경상북도 군위군,1149,경상북도 군위군
2024-05-13,양파,특,197600.0,160.0,666940,경남 산청군 단성면,1135,경상남도 산청군
2018-05-07,양파,특,141200.0,68.0,570130,전북 익산시 목천동,1111,전라북도 익산시
2018-04-10,양파,특,3310000.0,3200.0,800000,중국,1170,수입산
2019-05-25,양파,상,202500.0,740.0,580010,전북 정읍시 수성동,1116,전라북도 정읍시
2018-08-22,양파,특,726000.0,1320.0,717000,경상북도 고령군,1150,경상북도 고령군
2024-06-14,양파,특,8988750.0,12375.0,565000,전라북도 완주군,1107,전라북도 완주군
2024-09-10,양파,보통,4634200.0,4776.0,678811,경남 합천군 율곡면 갑산리,1140,경상남도 합천군
2019-11-26,양파,하,95200.0,340.0,579800,전북 부안군 부안읍,1114,전라북도 부안군
2020-04-15,양파,특,2520000.0,2700.0,800000,중국,1170,수입산
2024-09-02,양파,상,2584000.0,3060.0,534000,전라남도 무안군,1097,전라남도 무안군
2022-09-24,양파,특,2362500.0,1575.0,561302,전북 전주시 덕진구 송천동2가,1106,전라북도 전주시
2024-05-23,양파,특,1956600.0,1995.0,636000,경상남도 의령군,1127,경상남도 의령군
2022-03-16,양파,특,5625000.0,11250.0,534000,전라남도 무안군,1097,전라남도 무안군
2024-11-21,양파,상,3820000.0,4000.0,711880,대구 달성군 유가면,1146,대구광역시
2024-07-16,양파,특,1671000.0,2730.0,536804,전남 해남군 해남읍 기동리,1098,전라남도 해남군
2020-06-12,양파,특,740000.0,1600.0,745130,경북 문경시 흥덕동,1156,경상북도 문경시
2024-04-22,양파,하,672000.0,1120.0,690600,제주 제주시 제주우체국사서함,1142,제주특별자치도 제주시
2018-11-05,양파,특,48600.0,60.0,200140,강원 춘천시 사농동,1001,강원도 춘천시
2021-11-27,양파,특,7667000.0,9180.0,525000,전라남도 함평군,1090,전라남도 함평군
2020-03-27,양파,특,13699200.0,14130.0,535000,전라남도 신안군,1096,전라남도 신안군
2019-05-22,양파,특,680000.0,1000.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2024-05-13,양파,보통,3321000.0,4050.0,641600,경남 창원시 창원우체국사서함,1124,경상남도 창원시
2018-10-17,양파,특,21178400.0,39600.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2020-06-06,양파,상,1774500.0,3380.0,627000,경상남도 밀양시,1123,경상남도 밀양시
2024-04-17,양파,특,1435200.0,1196.0,597000,전라북도 장수군,1119,전라북도 장수군
2025-01-03,양파,하,4032000.0,4320.0,970000,경상남도 ,1178,경상남도 
2018-06-28,양파,보통,1191000.0,2600.0,356982,충남 서산시 팔봉면 금학리,1035,충청남도 서산시
2023-06-01,양파,상,170000.0,100.0,534729,전남 무안군 청계면 도림리 목포대학교 ,1097,전라남도 무안군
2023-09-15,양파,보통,550000.0,975.0,717000,경상북도 고령군,1150,경상북도 고령군
2024-06-06,양파,보통,1004400.0,1640.0,666000,경상남도 산청군,1135,경상남도 산청군
2019-04-04,양파,하,94500.0,300.0,534804,전남 무안군 무안읍 성동리,1097,전라남도 무안군
2021-04-13,양파,상,5382000.0,5400.0,697000,제주도 서귀포시,1144,제주특별자치도 서귀포시
2023-02-14,양파,특,3375000.0,2250.0,678700,경남 합천군 합천읍 합천리 합천군청 ,1140,경상남도 합천군
2020-04-17,양파,보통,1347000.0,1770.0,695942,제주 제주시 한경면 금등리,1142,제주특별자치도 제주시
2025-03-29,양파,특,340000.0,200.0,800000,중국,1170,수입산
2019-01-25,양파,특,6520000.0,13040.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2018-04-26,양파,특,9009600.0,8976.0,690000,제주도 제주시,1142,제주특별자치도 제주시
2018-09-11,양파,특,781000.0,1065.0,750010,경북 영주시 영주동,1157,경상북도 영주시
2024-04-29,양파,특,9780000.0,11250.0,534000,전라남도 무안군,1097,전라남도 무안군
2020-03-19,양파,특,75000.0,50.0,210010,강원 강릉시 홍제동,1004,강원도 강릉시
2021-03-10,양파,특,3220000.0,2100.0,534000,전라남도 무안군,1097,전라남도 무안군
2025-01-16,양파,특,4470000.0,3600.0,800000,중국,1170,수입산
2020-12-22,양파,보통,3451000.0,2040.0,585000,전라북도 고창군,1115,전라북도 고창군
2025-05-24,양파,특,2470000.0,3900.0,600010,부산 중구 중앙동,1120,부산광역시
2025-04-19,양파,상,5715000.0,3900.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2018-08-08,양파,상,2211000.0,6600.0,716820,경북 군위군 효령면,1149,경상북도 군위군
2021-09-25,양파,특,884000.0,1160.0,719000,경상북도 성주군,1152,경상북도 성주군
2018-11-15,양파,특,525000.0,1750.0,621150,경남 김해시 화목동,1121,경상남도 김해시
2024-01-08,양파,특,2970000.0,2250.0,534000,전라남도 무안군,1097,전라남도 무안군
2020-05-21,양파,특,3793000.0,8200.0,534729,전남 무안군 청계면 도림리 목포대학교 ,1097,전라남도 무안군
2025-01-10,양파,보통,4513500.0,3060.0,676000,경상남도 함양군,1139,경상남도 함양군
2022-02-19,양파,보통,86000.0,60.0,906000,광주광역시 ,1083,광주광역시
2019-08-24,양파,특,12760250.0,31188.0,534000,전라남도 무안군,1097,전라남도 무안군
2019-09-25,양파,특,110000.0,220.0,716820,경북 군위군 효령면,1149,경상북도 군위군
2019-06-18,양파,보통,2387500.0,7140.0,980000,경상북도 ,1179,경상북도 
2021-10-04,양파,특,2371500.0,3060.0,535000,전라남도 신안군,1096,전라남도 신안군
2023-10-12,양파,특,1950000.0,2250.0,471020,경기 구리시 교문동,1072,경기도 구리시
2024-09-26,양파,특,960000.0,640.0,600010,부산 중구 중앙동,1120,부산광역시
2021-05-24,양파,상,924000.0,1680.0,536800,전남 해남군 해남읍,1098,전라남도 해남군
2022-08-27,양파,특,35119000.0,28620.0,525000,전라남도 함평군,1090,전라남도 함평군
2018-08-24,양파,상,180000.0,200.0,745000,경상북도 문경시,1156,경상북도 문경시
2023-08-24,양파,특,2100000.0,2250.0,800000,중국,1170,수입산
2020-10-29,양파,보통,8220000.0,6600.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2020-03-30,양파,특,5088000.0,4240.0,755000,경상북도 봉화군,1158,경상북도 봉화군
2024-07-02,양파,상,25800.0,40.0,757800,경북 예천군 예천읍,1159,경상북도 예천군
2023-03-16,양파,보통,1085000.0,465.0,534729,전남 무안군 청계면 도림리 목포대학교 ,1097,전라남도 무안군
2025-02-22,양파,보통,13498200.0,11160.0,740000,경상북도 김천시,1154,경상북도 김천시
2018-06-06,양파,상,360000.0,900.0,635700,경남 창녕군 창녕읍  창녕군청 ,1126,경상남도 창녕군
2024-01-27,양파,특,880000.0,800.0,636800,경남 의령군 의령읍,1127,경상남도 의령군
2021-05-13,양파,보통,27500.0,100.0,548850,전남 고흥군 동강면,1104,전라남도 고흥군
2021-02-09,양파,특,1942250.0,1020.0,534000,전라남도 무안군,1097,전라남도 무안군
2019-04-13,양파,상,149400.0,360.0,550600,전남 여수시 여수우체국사서함,1105,전라남도 여수시
2019-01-03,양파,보통,15800.0,15.0,580090,전북 정읍시 농소동,1116,전라북도 정읍시
2021-04-24,양파,보통,108000.0,540.0,627110,경남 밀양시 가곡동,1123,경상남도 밀양시
2019-07-30,양파,보통,15000.0,100.0,561302,전북 전주시 덕진구 송천동2가,1106,전라북도 전주시
2019-04-20,양파,보통,783900.0,2340.0,585000,전라북도 고창군,1115,전라북도 고창군
2024-07-04,양파,특,245000.0,700.0,745850,경북 문경시 영순면,1156,경상북도 문경시
2019-03-27,양파,상,118800.0,440.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2020-05-30,양파,특,4354000.0,8400.0,717000,경상북도 고령군,1150,경상북도 고령군
2024-05-15,양파,상,8397000.0,6961.5,630000,경상남도 창원시 마산회원구,1124,경상남도 창원시
2019-09-05,양파,특,1676600.0,3939.0,717000,경상북도 고령군,1150,경상북도 고령군
2024-10-26,양파,특,13425000.0,10125.0,680813,울산 남구 삼산동1∼1311,1141,울산광역시
2023-06-14,양파,하,986000.0,1020.0,529000,전라남도 장흥군,1094,전라남도 장흥군
2020-06-29,양파,하,18800.0,30.0,534841,전남 무안군 현경면 가입리,1097,전라남도 무안군
2024-10-23,양파,보통,5905200.0,5460.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2024-08-05,양파,보통,216000.0,900.0,536000,전라남도 해남군,1098,전라남도 해남군
2024-04-13,양파,특,36606500.0,24360.0,800000,중국,1170,수입산
2023-04-28,양파,특,403000.0,496.0,515805,전남 장성군 장성읍 영천리,1085,전라남도 장성군
2021-06-10,양파,특,975000.0,1125.0,534000,전라남도 무안군,1097,전라남도 무안군
2023-06-06,양파,하,2142000.0,2040.0,534000,전라남도 무안군,1097,전라남도 무안군
2020-08-11,양파,특,1988200.0,2120.0,534000,전라남도 무안군,1097,전라남도 무안군
2020-05-06,양파,특,326600.0,376.0,730040,경북 구미시 형곡동,1153,경상북도 구미시
2019-06-21,양파,상,67200.0,240.0,314830,충남 공주시 계룡면,1021,충청남도 공주시
2024-05-08,양파,상,4275000.0,3375.0,534000,전라남도 무안군,1097,전라남도 무안군
2020-06-30,양파,상,320000.0,800.0,320850,충남 논산시 양촌면,1022,충청남도 논산시
2023-10-26,양파,특,3672000.0,4320.0,901000,서울특별시 ,1000,서울특별시
2024-12-16,양파,특,3400000.0,3060.0,579000,전라북도 부안군,1114,전라북도 부안군
2024-01-30,양파,특,3450000.0,2700.0,800000,중국,1170,수입산
2022-05-28,양파,상,45000.0,60.0,660950,경남 진주시 명석면,1133,경상남도 진주시
2024-12-26,양파,특,1674000.0,2160.0,534000,전라남도 무안군,1097,전라남도 무안군
2023-03-27,양파,특,2480000.0,2880.0,770000,경상북도 영천시,1166,경상북도 영천시
2020-06-24,양파,특,875000.0,1050.0,770000,경상북도 영천시,1166,경상북도 영천시
2019-01-09,양파,상,1712000.0,4280.0,635800,경남 창녕군 창녕읍,1126,경상남도 창녕군
2021-03-24,양파,특,44195200.0,30450.0,534000,전라남도 무안군,1097,전라남도 무안군
2023-07-21,양파,상,32000.0,60.0,570130,전북 익산시 목천동,1111,전라북도 익산시
2025-04-17,양파,상,680000.0,680.0,950000,전라남도 ,1176,전라남도 
2018-11-07,양파,상,35000.0,140.0,769000,경상북도 의성군,1165,경상북도 의성군
2020-07-01,양파,보통,211200.0,360.0,570130,전북 익산시 목천동,1111,전라북도 익산시
2021-10-26,양파,상,825000.0,750.0,745852,경북 문경시 영순면 김용리,1156,경상북도 문경시
2019-10-26,양파,특,3835000.0,7800.0,534870,전남 무안군 해제면,1097,전라남도 무안군
2018-08-29,양파,특,103000.0,150.0,730811,경북 구미시 고아읍 관심리,1153,경상북도 구미시
2020-06-27,양파,특,6695000.0,8775.0,750000,경상북도 영주시,1157,경상북도 영주시
2018-07-06,양파,상,840000.0,4800.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2025-02-10,양파,하,1589500.0,1020.0,525000,전라남도 함평군,1090,전라남도 함평군
2024-04-11,양파,하,767000.0,1180.0,534000,전라남도 무안군,1097,전라남도 무안군
2018-11-17,양파,특,70000.0,100.0,641111,경남 창원시 가음동,1124,경상남도 창원시
2022-10-24,양파,상,4200000.0,2100.0,711000,대구광역시 달성군,1146,대구광역시
2021-05-27,양파,보통,21000.0,60.0,635810,경남 창녕군 유어면,1126,경상남도 창녕군
2020-05-29,양파,특,3060000.0,9000.0,534000,전라남도 무안군,1097,전라남도 무안군
2021-06-01,양파,특,37904800.0,63156.0,534000,전라남도 무안군,1097,전라남도 무안군
2023-12-30,양파,특,775000.0,375.0,534000,전라남도 무안군,1097,전라남도 무안군
2020-08-13,양파,특,708000.0,792.0,717000,경상북도 고령군,1150,경상북도 고령군
2020-03-10,양파,하,16380000.0,18000.0,536000,전라남도 해남군,1098,전라남도 해남군
2025-01-31,양파,특,260400.0,220.0,138701,서울 송파구 가락1동  가락농수산물시장 ,1000,서울특별시
2021-06-23,양파,특,90000.0,200.0,678810,경남 합천군 율곡면,1140,경상남도 합천군
2024-04-24,양파,보통,180000.0,180.0,636000,경상남도 의령군,1127,경상남도 의령군
2019-06-17,양파,특,216000.0,960.0,527000,전라남도 강진군,1092,전라남도 강진군
2018-04-03,양파,상,198800.0,710.0,525000,전라남도 함평군,1090,전라남도 함평군
2018-06-23,양파,상,2060500.0,6560.0,612810,부산 해운대구 반여1동1409∼1411,1120,부산광역시
2018-10-05,양파,특,750000.0,900.0,570130,전북 익산시 목천동,1111,전라북도 익산시
2019-01-24,양파,특,54000.0,300.0,790140,경북 포항시 남구 대도동,1168,경상북도 포항시
2018-05-10,양파,특,936000.0,1950.0,534000,전라남도 무안군,1097,전라남도 무안군
2019-04-18,양파,보통,75000.0,100.0,529800,전남 장흥군 장흥읍,1094,전라남도 장흥군
2019-04-25,양파,특,800000.0,1000.0,565907,전북 완주군 봉동읍 장기리,1107,전라북도 완주군
2018-08-27,양파,보통,1810000.0,2100.0,676800,경남 함양군 함양읍,1139,경상남도 함양군
2019-09-17,양파,특,1162000.0,2100.0,676800,경남 함양군 함양읍,1139,경상남도 함양군
2021-05-26,양파,특,4280000.0,8560.0,305325,대전 유성구 노은동,1019,대전광역시
2020-12-17,양파,상,2502500.0,1820.0,950000,전라남도 ,1176,전라남도 
2019-04-04,양파,특,8532000.0,10800.0,678800,경남 합천군 합천읍,1140,경상남도 합천군
2022-03-04,양파,특,1583400.0,3024.0,525000,전라남도 함평군,1090,전라남도 함평군
2020-08-13,양파,하,344000.0,780.0,635000,경상남도 창녕군,1126,경상남도 창녕군
2021-10-07,양파,특,880000.0,1760.0,636810,경남 의령군 화정면,1127,경상남도 의령군
2021-09-11,양파,특,25000.0,210.0,573000,전라북도 군산시,1112,전라북도 군산시
2021-06-10,양파,특,1458000.0,3615.0,641111,경남 창원시 가음동,1124,경상남도 창원시
2019-12-04,양파,특,168000.0,210.0,621150,경남 김해시 화목동,1121,경상남도 김해시
2023-10-24,양파,특,18180.0,12.0,200140,강원 춘천시 사농동,1001,강원도 춘천시
2019-03-20,양파,하,4300.0,15.0,534841,전남 무안군 현경면 가입리,1097,전라남도 무안군
2018-12-25,양파,특,29452800.0,43290.0,534000,전라남도 무안군,1097,전라남도 무안군
2018-07-19,양파,특,1533700.0,5100.0,570600,전북 익산시 익산우체국사서함,1111,전라북도 익산시
2021-12-27,양파,특,104000.0,80.0,403010,인천 부평구 부평동,1049,인천광역시
2022-07-18,양파,특,237000.0,270.0,901000,서울특별시 ,1000,서울특별시
2019-03-21,양파,상,4690000.0,6300.0,745150,경북 문경시 공평동,1156,경상북도 문경시
2020-08-19,양파,특,1200000.0,2000.0,906000,광주광역시 ,1083,광주광역시
2021-08-09,양파,보통,2378250.0,3060.0,520000,전라남도 나주시,1089,전라남도 나주시
2019-03-25,양파,상,140000.0,700.0,645000,경상남도 진해시,1130,경상남도 진해시
2019-10-19,양파,특,1092800.0,4180.0,714000,경상북도 청도군,1148,경상북도 청도군
2024-10-15,양파,상,5079000.0,3850.0,902000,부산광역시 ,1120,부산광역시
