OrderID,Time_Order_Placed,Time_Order_Delivered,Distance_km,Delivery_Time_Minutes,Avg_Speed_kmh,Region1,Region2,Weekday,Hour,Day,PaymentMethod,CourierType,Num_Items,Tip_Amount,Traffic_Level
OD5836945807,19:32:58,19:47:11.066839,5.02,14.2178,31.1075,경기도,부천시,2,19,12,AppPay,Scooter,4,0.67,2
OD1724025733,02:25:07,02:38:24.739800,3.674,13.2957,31.0724,경기도,용인시 기흥구,0,2,24,Cash,Car,2,0.71,4
OD3422322550,00:33:46,00:40:29.729592,0.5,6.7288,29.0128,서울특별시,강서구,3,0,6,Card,Bike,4,2.18,1
OD4846413499,13:17:46,13:34:29.907081,2.848,16.7318,24.1885,서울특별시,영등포구,5,13,1,AppPay,Scooter,5,2.05,4
OD0927209284,06:49:02,07:04:21.777623,2.768,15.3296,30.5893,-,-,3,6,20,AppPay,Scooter,3,0.06,2
OD8751685120,06:21:58,06:35:27.456929,2.758,13.4909,20.911,경기도,안산시 상록구,2,6,2,AppPay,Bike,3,0.99,2
OD2360912544,12:23:45,13:03:47.877118,3.439,40.048,8.9917,경기도,평택시,0,12,3,AppPay,Bike,4,2.66,4
OD4619312518,19:22:13,19:36:30.292192,2.046,14.2882,35.0406,서울특별시,영등포구,4,19,14,AppPay,Car,3,0.0,2
OD1470175525,04:18:14,04:40:29.669783,2.562,22.2612,26.2777,경기도,수원시 영통구,4,4,14,Card,Car,3,0.37,4
OD7150362382,23:04:23,23:27:32.335463,2.38,23.1556,32.8062,서울특별시,노원구,3,23,20,AppPay,Scooter,4,0.86,4
OD5617580875,19:41:51,19:46:12.307929,0.543,4.3551,27.6292,경기도,김포시,4,19,14,Cash,Scooter,4,0.92,3
OD5202952796,08:08:25,08:25:48.310269,4.423,17.3885,35.0929,서울특별시,성북구,1,8,18,AppPay,Scooter,1,0.91,2
OD3983657997,07:03:23,07:22:09.016105,2.7,18.7669,15.5118,서울특별시,은평구,3,7,13,Cash,Bike,4,0.0,5
OD5736573715,07:06:10,07:30:50.309938,4.184,24.6718,24.8406,서울특별시,용산구,0,7,3,AppPay,Bike,2,0.7,1
OD5515853022,06:16:41,06:30:19.958013,1.896,13.6493,26.0318,서울특별시,중구,4,6,7,Cash,Bike,6,2.56,3
OD2081067279,03:01:17,03:12:41.063149,1.104,11.4011,17.751,경기도,부천시,2,3,26,AppPay,Bike,3,2.3,3
OD8836611138,13:40:47,14:08:42.426793,3.033,27.9238,15.8886,경기도,용인시 수지구,0,13,3,Card,Bike,2,0.0,3
OD7256205414,01:56:53,02:13:09.727701,4.638,16.2788,29.1842,경기도,용인시 수지구,0,1,17,Card,Car,4,0.71,2
OD6785357522,00:54:05,01:14:25.799952,3.997,20.3467,15.6624,서울특별시,은평구,1,0,25,Cash,Bike,2,0.0,4
OD2270926601,18:03:53,18:22:01.568821,4.391,18.1428,17.903,경기도,부천시,1,18,18,Cash,Bike,4,0.0,3
OD9755259004,18:12:07,18:32:12.998928,4.924,20.1,31.2458,서울특별시,성동구,0,18,17,Cash,Scooter,2,0.0,1
OD1416987849,15:15:01,15:36:07.865271,4.033,21.1144,32.645,서울특별시,동작구,1,15,11,Card,Scooter,3,1.55,1
OD3053944705,16:14:54,16:26:19.115898,1.933,11.4186,18.5217,인천광역시,연수구,1,16,11,Card,Bike,3,0.72,2
OD5982303614,22:30:45,22:50:08.267882,6.532,19.3878,35.0788,경기도,용인시 수지구,4,22,7,AppPay,Scooter,2,0.06,3
OD5178880774,23:21:20,23:57:49.934240,5.761,36.4989,11.4997,인천광역시,계양구,5,23,29,AppPay,Bike,1,1.49,3
OD3004085384,10:57:10,11:25:51.265182,4.948,28.6878,15.6247,서울특별시,중구,5,10,15,AppPay,Bike,4,1.69,5
OD9834025399,20:46:23,21:21:17.506130,7.769,34.9084,19.9357,서울특별시,성동구,5,20,29,AppPay,Bike,2,0.85,3
OD1626745898,14:12:41,14:32:29.061145,5.165,19.801,18.3509,서울특별시,용산구,2,14,12,Cash,Bike,3,0.74,3
OD4119111370,02:29:30,02:44:07.100614,6.28,14.6183,35.4784,경기도,평택시,1,2,4,Cash,Scooter,4,0.17,1
OD5571504756,20:35:39,20:53:47.691417,2.758,18.1449,25.4347,경기도,안산시 단원구,3,20,20,AppPay,Car,2,1.66,2
OD2016975626,10:22:10,10:37:42.324767,0.5,15.5387,27.7459,서울특별시,마포구,1,10,18,AppPay,Scooter,2,0.0,3
OD4071366745,18:36:38,18:54:12.270629,2.293,17.5712,13.0184,서울특별시,구로구,6,18,16,Cash,Bike,4,0.16,3
OD8959871827,14:09:58,14:31:18.321051,3.552,21.3387,26.9295,인천광역시,연수구,0,14,17,Cash,Bike,3,1.38,2
OD4268193285,06:45:46,06:55:52.885011,3.873,10.1148,22.9754,서울특별시,강남구,0,6,10,Cash,Car,3,3.86,4
OD4954331319,05:39:19,05:52:23.762899,1.088,13.0794,22.1948,서울특별시,관악구,0,5,24,Cash,Bike,2,0.26,3
OD8691750670,00:56:01,01:16:00.102578,2.845,19.985,18.6372,서울특별시,구로구,5,0,22,Card,Scooter,4,0.32,4
OD9237075979,05:52:01,06:31:29.635502,6.574,39.4773,20.634,서울특별시,서초구,0,5,24,Card,Scooter,2,6.13,3
OD7614121882,12:21:58,12:43:13.799089,3.696,21.2633,28.5035,경기도,성남시 중원구,6,12,23,AppPay,Scooter,2,4.3,3
OD2473056960,09:39:24,10:03:22.887472,2.67,23.9815,17.1482,서울특별시,강남구,3,9,20,AppPay,Bike,3,0.24,3
OD0853763905,16:10:20,16:34:52.193640,5.804,24.5366,23.4289,경기도,용인시 기흥구,4,16,14,Card,Bike,1,3.32,3
OD7304584538,15:54:53,16:09:18.790648,2.2,14.4298,19.2728,서울특별시,성동구,5,15,22,Card,Bike,4,0.72,2
OD6791440700,16:08:24,16:12:42.760981,2.292,4.3127,31.8818,서울특별시,은평구,5,16,1,Cash,Scooter,6,0.18,2
OD0181507866,04:03:22,04:41:24.184722,6.559,38.0364,16.3419,서울특별시,구로구,6,4,9,Card,Bike,4,8.05,3
OD3881207891,10:12:21,10:31:50.894577,3.658,19.4982,12.1758,경기도,김포시,1,10,4,Card,Bike,4,6.13,5
OD7329191098,08:34:35,08:51:30.569582,2.656,16.9262,21.7098,서울특별시,마포구,5,8,1,Card,Car,2,2.54,4
OD9556154638,12:22:33,12:38:07.767536,7.259,15.5795,27.9552,인천광역시,서구,2,12,19,Card,Scooter,3,1.51,4
OD7351724261,00:30:03,00:46:09.650048,3.341,16.1108,18.0867,경기도,수원시 장안구,3,0,6,Cash,Scooter,3,0.0,4
OD8550160403,00:18:45,00:40:59.512361,3.99,22.2419,17.5524,-,-,5,0,8,Cash,Bike,3,0.33,3
OD5277310901,22:04:26,22:30:34.292872,4.889,26.1382,18.2764,경기도,광명시,3,22,27,AppPay,Bike,5,0.42,2
OD8925824804,14:24:50,14:40:03.877597,6.208,15.2313,24.4558,경기도,고양시 덕양구,2,14,12,Card,Scooter,2,0.2,3
OD1139691667,14:36:12,14:53:36.223603,4.187,17.4037,19.1834,서울특별시,중구,6,14,23,Card,Bike,5,0.6,2
OD2697098707,08:39:05,08:44:33.473404,0.5,5.4746,27.7596,경기도,용인시 수지구,5,8,1,Card,Car,2,2.16,3
OD2479882146,18:01:45,18:30:35.178704,3.755,28.8363,13.8347,서울특별시,성북구,1,18,11,Cash,Bike,3,0.27,4
OD8855046045,00:24:44,00:52:24.849160,6.099,27.6808,21.5008,경기도,안산시 상록구,3,0,20,AppPay,Bike,3,1.71,3
OD4832357781,21:24:58,21:44:26.607283,1.476,19.4768,12.5676,서울특별시,서초구,3,21,27,AppPay,Bike,5,6.55,3
OD5388106556,13:00:07,13:08:33.996839,2.236,8.4499,29.3493,경기도,시흥시,0,13,17,Cash,Scooter,2,0.19,4
OD1856952033,17:43:41,17:52:18.702080,3.812,8.6284,26.5084,경기도,평택시,5,17,8,Cash,Scooter,2,2.2,4
OD7680309179,14:57:56,15:10:52.769274,1.544,12.9462,29.7425,경기도,안산시 단원구,0,14,31,Cash,Bike,3,3.21,1
OD2405697147,00:29:33,00:50:53.429314,4.279,21.3405,20.4299,서울특별시,관악구,3,0,13,Card,Bike,3,0.64,2
OD3129483051,18:54:57,19:04:18.548626,3.239,9.3591,22.8029,경기도,성남시 중원구,3,18,27,Cash,Bike,1,2.27,3
OD7497122786,11:18:51,11:32:12.350547,3.938,13.3558,26.8487,경기도,안산시 상록구,6,11,2,AppPay,Bike,3,5.37,2
OD0444838286,11:43:01,11:54:26.460923,3.516,11.4243,25.2611,경기도,고양시 덕양구,2,11,12,AppPay,Scooter,2,0.94,3
OD4389234080,04:10:30,04:34:45.372415,5.749,24.2562,28.7157,서울특별시,마포구,1,4,4,AppPay,Scooter,3,0.85,3
OD6594747815,12:05:38,12:23:40.607570,5.549,18.0435,26.1073,서울특별시,은평구,1,12,4,Card,Bike,4,0.92,2
OD6832229403,09:40:25,10:01:49.225444,3.289,21.4038,14.9307,경기도,용인시 기흥구,2,9,19,Cash,Bike,1,0.88,1
OD1089601633,16:09:47,16:26:55.744845,2.007,17.1457,20.9866,서울특별시,동작구,6,16,9,AppPay,Bike,5,2.19,2
OD3834631591,16:36:22,16:49:13.793361,2.728,12.8632,18.7454,서울특별시,영등포구,0,16,24,Cash,Car,2,0.61,4
OD7766158719,07:56:40,08:10:25.018639,4.089,13.7503,17.8412,경기도,김포시,0,7,10,Cash,Bike,4,8.94,2
OD1836896439,14:19:57,14:42:07.406439,2.867,22.1734,18.7329,서울특별시,노원구,2,14,12,Card,Bike,3,0.48,3
OD1854822597,17:23:05,17:42:53.936039,1.806,19.8156,16.766,경기도,평택시,2,17,19,Cash,Bike,2,0.0,3
OD0734359478,21:05:42,21:18:57.544855,0.542,13.2591,22.0646,경기도,평택시,4,21,28,Cash,Bike,3,6.53,3
OD8546648255,08:04:12,08:22:28.699724,2.052,18.2783,19.1354,서울특별시,관악구,4,8,21,Cash,Bike,3,0.05,3
OD3444013878,10:35:37,10:52:06.942069,2.575,16.499,19.8526,서울특별시,마포구,5,10,29,Card,Bike,1,1.39,3
OD6986598059,21:41:58,21:57:09.891555,4.379,15.1982,21.5125,서울특별시,동작구,4,21,21,AppPay,Scooter,2,1.33,4
OD6472662478,23:32:42,00:01:15.833038,4.748,28.5639,26.1036,경기도,용인시 수지구,5,23,8,AppPay,Bike,3,0.81,2
OD0780189150,19:13:53,19:34:38.159549,4.63,20.7527,21.6559,인천광역시,미추홀구,1,19,18,Cash,Car,1,0.77,4
OD0323972497,09:45:53,10:07:55.510002,4.902,22.0418,22.3725,인천광역시,남동구,3,9,27,Card,Bike,1,0.86,2
OD0863851720,14:35:12,14:52:00.800497,3.088,16.8133,29.811,서울특별시,은평구,0,14,17,Cash,Scooter,4,6.81,4
OD5256823069,13:15:15,13:41:34.371070,4.183,26.3229,23.2402,인천광역시,부평구,6,13,9,Card,Scooter,3,0.0,3
OD4760873941,02:00:34,02:11:04.384904,1.23,10.5064,21.4579,인천광역시,계양구,4,2,14,Card,Scooter,3,0.11,3
OD6387616365,14:19:36,14:46:01.664062,4.883,26.4277,22.6901,서울특별시,종로구,6,14,23,AppPay,Scooter,1,0.36,5
OD7624557568,05:13:24,05:24:16.390565,2.111,10.8732,20.2134,서울특별시,관악구,0,5,31,Cash,Car,1,2.98,3
OD1591068590,12:41:23,12:50:22.006729,2.655,8.9834,28.515,서울특별시,구로구,0,12,24,AppPay,Scooter,2,6.75,2
OD2583581920,14:19:38,14:44:17.588494,4.149,24.6598,25.6161,서울특별시,노원구,5,14,1,Card,Scooter,4,0.42,3
OD1132463131,21:01:55,21:18:03.856113,3.299,16.1476,24.0245,경기도,성남시 분당구,1,21,1,AppPay,Scooter,2,2.52,3
OD2623084763,19:11:41,19:28:55.629887,3.592,17.2438,23.9583,경기도,부천시,3,19,6,Card,Bike,3,1.26,3
OD2074372441,08:12:50,08:37:02.752277,5.256,24.2125,22.6769,서울특별시,성동구,3,8,6,AppPay,Scooter,2,0.06,5
OD1002612449,00:33:25,00:41:47.367438,1.288,8.3728,25.7025,서울특별시,성동구,1,0,18,Cash,Scooter,6,1.3,4
OD5216827413,18:45:21,18:59:12.734216,3.289,13.8622,20.7985,서울특별시,용산구,0,18,3,AppPay,Scooter,5,0.42,3
OD4326952578,01:53:48,02:15:27.919362,1.566,21.6653,15.3248,경기도,평택시,2,1,26,AppPay,Bike,3,2.57,4
OD2037560098,17:31:32,17:52:22.572546,6.702,20.8429,23.6391,서울특별시,마포구,1,17,25,Card,Scooter,3,0.0,4
OD0368246713,03:49:55,03:59:58.427475,3.478,10.0571,25.5928,서울특별시,서초구,2,3,26,AppPay,Bike,2,1.31,1
OD3143976799,05:44:31,05:51:41.404183,1.992,7.1734,16.6632,경기도,광명시,3,5,20,Card,Bike,3,1.14,4
OD0949588582,12:44:24,12:54:42.721668,1.189,10.312,24.4448,서울특별시,마포구,3,12,27,Cash,Scooter,2,1.53,3
OD5389394775,21:36:16,21:57:08.442901,3.799,20.874,31.7401,경기도,성남시 중원구,2,21,26,Cash,Scooter,5,0.61,1
OD5753294095,02:29:34,03:04:34.497310,6.154,35.0083,17.9434,경기도,부천시,4,2,14,AppPay,Bike,5,0.39,4
OD5440687480,07:45:51,08:08:26.710626,5.542,22.5952,30.0407,경기도,성남시 분당구,3,7,13,Card,Scooter,4,0.28,2
OD2678619579,21:04:11,21:15:12.478304,1.731,11.0246,29.7501,서울특별시,영등포구,6,21,9,AppPay,Scooter,4,0.38,3
OD1435403084,05:20:59,05:52:14.883206,4.895,31.2647,13.3913,서울특별시,종로구,3,5,20,AppPay,Bike,3,1.19,4
OD2687039364,13:32:05,13:50:28.484669,1.411,18.3914,13.7702,서울특별시,서초구,2,13,12,AppPay,Car,1,1.33,4
OD7787804539,10:35:07,10:45:32.790002,5.289,10.4298,33.6701,서울특별시,중구,2,10,5,Cash,Scooter,4,0.0,3
OD9721928805,17:30:27,17:36:51.915179,0.5,6.4153,23.2711,경기도,고양시 덕양구,4,17,21,AppPay,Bike,1,0.16,2
OD2982513166,03:57:54,04:17:38.436450,1.848,19.7406,23.6926,인천광역시,계양구,3,3,6,Cash,Scooter,2,0.25,4
OD6329698032,09:09:05,09:26:29.726789,2.304,17.4121,12.6273,서울특별시,구로구,0,9,24,Card,Bike,2,0.0,4
OD5889294193,07:35:52,08:02:37.209327,8.368,26.7535,25.3747,서울특별시,동작구,2,7,12,AppPay,Car,2,0.0,3
OD3703424455,00:44:32,00:52:33.383190,2.597,8.0231,23.8065,서울특별시,중구,6,0,9,Card,Car,2,0.54,3
OD0755863629,23:55:23,00:21:05.002346,4.25,25.7,17.6938,서울특별시,영등포구,6,23,16,AppPay,Bike,3,1.26,3
OD4716478963,11:57:47,12:12:35.558094,3.167,14.8093,18.039,서울특별시,강남구,3,11,6,Cash,Bike,3,0.75,4
OD0120970759,17:48:47,17:56:09.703844,4.088,7.3784,33.2441,인천광역시,연수구,6,17,16,Card,Car,3,0.06,2
OD7887127182,06:47:11,07:06:45.009411,1.009,19.5668,36.9347,경기도,시흥시,0,6,17,Card,Scooter,3,0.0,2
OD6855988596,05:51:39,06:14:33.673143,3.699,22.9112,24.394,경기도,고양시 덕양구,0,5,10,Card,Scooter,3,0.57,3
OD6032110823,10:53:38,11:06:42.297118,2.732,13.0716,19.8346,인천광역시,서구,2,10,26,Cash,Bike,4,0.97,2
OD2811090059,00:30:25,00:44:49.970746,4.097,14.4162,17.0518,인천광역시,부평구,2,0,19,AppPay,Car,2,0.68,5
OD3307376121,13:20:14,13:36:31.058410,5.008,16.2843,36.8898,경기도,평택시,4,13,21,Cash,Scooter,3,3.09,2
OD5366617450,23:10:17,23:19:12.905437,2.102,8.9318,35.7515,인천광역시,서구,2,23,12,Cash,Scooter,3,3.43,2
OD7793269090,10:05:42,10:38:37.069819,3.952,32.9178,8.5186,서울특별시,강서구,4,10,14,AppPay,Bike,1,2.11,3
OD1567760434,05:53:20,06:17:59.481606,3.746,24.658,16.8395,경기도,김포시,3,5,13,Card,Bike,3,0.87,4
OD3535043964,07:55:34,08:21:02.544827,5.478,25.4757,19.8691,경기도,수원시 영통구,1,7,11,AppPay,Scooter,1,5.8,3
OD5335140218,02:41:32,03:04:23.084008,3.473,22.8514,16.5019,경기도,부천시,0,2,17,Cash,Bike,5,0.0,4
OD6552407987,07:07:06,07:25:19.368713,4.239,18.2228,14.5218,서울특별시,관악구,0,7,24,Cash,Bike,1,0.92,5
OD3422183953,12:24:28,12:39:20.356595,0.696,14.8726,13.3079,경기도,고양시 덕양구,6,12,23,AppPay,Bike,3,0.69,5
OD7074010959,18:15:41,18:27:52.130542,0.5,12.1855,24.0166,서울특별시,노원구,5,18,22,Card,Scooter,3,3.62,3
OD3040432239,07:10:43,07:37:04.629093,5.745,26.3605,19.5275,경기도,부천시,6,7,2,Card,Scooter,2,1.26,4
OD0404451112,00:04:05,00:09:30.397330,1.64,5.4233,18.1473,서울특별시,영등포구,5,0,15,Cash,Bike,3,1.96,2
OD9115664056,17:21:42,17:45:17.247808,3.894,23.5875,14.7549,서울특별시,성북구,0,17,24,Cash,Bike,3,0.38,5
OD7661855117,06:30:53,06:43:40.705734,2.716,12.7951,24.9431,서울특별시,동작구,6,6,16,Card,Car,3,0.67,3
OD9160388363,18:51:40,19:25:14.246672,4.939,33.5708,13.0597,경기도,수원시 영통구,4,18,21,Cash,Bike,2,3.75,3
OD3614186604,06:54:31,07:04:27.416771,3.058,9.9403,32.5397,경기도,안산시 단원구,4,6,21,Card,Scooter,3,2.26,3
OD8095396439,19:43:19,19:51:10.192580,3.58,7.8532,27.3534,서울특별시,마포구,0,19,10,AppPay,Scooter,2,0.32,3
OD7728752484,12:06:57,12:28:48.978894,7.107,21.8663,28.3046,서울특별시,종로구,2,12,12,AppPay,Car,2,2.0,2
OD4340407130,17:58:09,18:14:33.691823,3.664,16.4115,26.6395,서울특별시,송파구,3,17,6,Cash,Bike,2,1.65,2
OD5414038656,03:57:29,04:21:47.991926,3.564,24.3165,19.8016,경기도,시흥시,6,3,9,Cash,Bike,3,3.9,1
OD4705826584,13:42:04,13:58:27.863100,2.558,16.3977,21.1555,서울특별시,송파구,4,13,28,Cash,Bike,1,5.68,3
OD6267586446,16:08:48,16:40:57.994558,4.072,32.1666,10.6935,경기도,수원시 영통구,1,16,11,Cash,Bike,2,0.02,4
OD6264106805,18:15:28,18:47:25.280580,5.055,31.9547,12.974,인천광역시,계양구,3,18,27,Cash,Bike,3,3.65,3
OD2998422747,12:48:23,13:07:13.981051,5.78,18.8497,23.1209,경기도,평택시,1,12,11,Card,Bike,4,3.95,3
OD2202322113,17:16:57,17:21:23.865946,0.757,4.4478,34.2571,서울특별시,노원구,5,17,15,Card,Scooter,1,0.79,3
OD5025617758,08:39:51,08:59:23.316465,2.695,19.5386,18.9701,서울특별시,관악구,0,8,31,AppPay,Bike,2,5.47,2
OD5152162173,20:53:46,21:14:16.199458,5.238,20.5033,29.407,경기도,부천시,5,20,22,Cash,Car,2,4.4,2
OD7142954423,07:03:38,07:10:53.469687,2.108,7.2578,22.0294,경기도,김포시,5,7,15,Cash,Bike,5,0.0,3
OD4089158492,16:01:08,16:15:32.365794,4.175,14.4061,25.2622,서울특별시,마포구,1,16,25,Cash,Bike,4,0.98,2
OD9092697002,15:36:28,16:03:04.901696,5.816,26.615,18.2268,서울특별시,은평구,0,15,31,Card,Scooter,5,3.25,5
OD4140612470,00:43:12,01:01:58.180328,2.164,18.7697,13.0957,인천광역시,남동구,3,0,13,AppPay,Bike,3,4.28,4
OD8596671752,15:28:33,15:34:31.028525,1.522,5.9671,25.8452,인천광역시,계양구,4,15,21,Cash,Scooter,5,3.22,3
OD0648176242,17:03:25,17:32:47.119719,3.575,29.3687,17.3334,경기도,용인시 수지구,5,17,29,AppPay,Bike,3,1.15,3
OD8531194784,15:23:34,15:33:46.423803,3.927,10.2071,23.0831,서울특별시,은평구,5,15,15,AppPay,Car,2,0.0,3
OD2082767533,16:02:11,16:19:24.095309,3.694,17.2183,16.4374,서울특별시,종로구,3,16,6,Card,Bike,3,0.95,3
OD5308783932,05:19:53,05:45:41.916363,5.651,25.8153,13.2672,경기도,용인시 기흥구,5,5,22,AppPay,Bike,5,0.0,4
OD2766695720,23:20:25,23:27:01.723957,3.434,6.6121,31.1608,-,-,6,23,2,Cash,Scooter,5,,3
OD5302698272,10:11:30,10:31:57.034381,4.001,20.4506,23.8004,서울특별시,은평구,0,10,3,Card,Bike,4,0.0,3
OD2749097951,11:57:07,12:10:57.521809,3.412,13.842,14.7914,서울특별시,성동구,0,11,3,Cash,Bike,3,0.71,2
OD9161486040,09:43:29,10:21:11.531770,3.416,37.7089,8.0,경기도,수원시 영통구,2,9,5,AppPay,Bike,4,0.91,4
OD9528457948,14:43:50,15:07:39.062918,6.75,23.8177,17.0041,서울특별시,강남구,3,14,6,Card,Bike,3,1.52,3
OD7996281853,20:58:51,21:04:50.201012,2.281,5.9867,22.8558,경기도,시흥시,2,20,12,Card,Car,5,3.32,4
OD2227700974,05:37:08,06:05:44.922146,4.227,28.6154,21.3651,서울특별시,용산구,5,5,29,Card,Bike,5,2.8,2
OD5582476808,04:02:02,04:28:23.842686,4.076,26.364,26.9087,서울특별시,은평구,1,4,25,Card,Bike,2,0.68,2
OD3640975759,22:15:50,22:27:38.245755,1.666,11.8041,19.3622,서울특별시,마포구,2,22,19,Card,Bike,1,2.02,2
OD7427988204,00:21:33,00:30:59.994072,1.277,9.4499,16.0503,서울특별시,서초구,2,0,12,Card,Bike,3,1.92,3
OD8026941464,13:55:25,14:42:04.169138,7.519,46.6528,12.9146,서울특별시,용산구,2,13,5,AppPay,Bike,3,1.14,3
OD8554013839,07:38:54,07:55:28.906514,3.75,16.5818,26.5355,경기도,광명시,1,7,25,Card,Scooter,2,0.96,2
OD2586564169,16:47:16,16:57:05.930533,0.5,9.8322,29.4303,서울특별시,서초구,1,16,25,Card,Scooter,3,0.55,2
OD7893716270,22:14:50,22:30:42.295964,5.054,15.8716,22.1465,서울특별시,마포구,4,22,14,AppPay,Bike,3,0.38,2
OD8644176732,22:08:11,22:34:52.198094,3.062,26.6866,18.6633,서울특별시,동작구,4,22,21,Cash,Bike,4,1.04,2
OD9549028597,01:23:08,01:59:27.623179,4.403,36.3271,8.8873,경기도,용인시 기흥구,4,1,14,Card,Bike,2,0.24,5
OD0586155063,13:50:03,13:56:42.565260,0.548,6.6594,18.214,서울특별시,강남구,3,13,27,AppPay,Bike,2,0.0,3
OD8366052521,02:06:02,02:17:46.974304,3.17,11.7496,23.1019,경기도,수원시 장안구,3,2,13,Cash,Car,3,0.56,2
OD9439712771,14:15:31,14:21:41.057959,0.5,6.1676,26.2069,경기도,용인시 수지구,3,14,27,AppPay,Scooter,2,1.17,3
OD7990781101,13:33:20,13:49:36.111007,3.7,16.2685,33.0545,서울특별시,중구,0,13,17,Cash,Scooter,4,1.16,2
OD9042762293,18:32:53,18:50:54.441077,4.59,18.024,15.2791,서울특별시,영등포구,3,18,6,Card,Car,1,0.83,4
OD3842758448,09:27:02,09:48:25.111241,4.947,21.3852,26.3116,인천광역시,남동구,5,9,1,Card,Car,3,0.23,4
OD7502396019,03:28:32,03:35:58.435430,2.097,7.4406,25.5193,서울특별시,마포구,1,3,11,Cash,Scooter,3,1.84,4
OD4930192616,21:29:31,21:51:23.974537,5.732,21.8829,23.676,경기도,평택시,3,21,6,Card,Bike,6,3.05,1
OD4165869222,15:46:39,16:11:22.181289,6.786,24.7197,22.7255,서울특별시,성북구,2,15,19,Cash,Car,4,1.26,2
OD4425673163,18:56:49,19:21:59.587363,2.655,25.1765,16.0787,서울특별시,관악구,4,18,28,Card,Scooter,2,0.27,5
OD9108048047,05:57:25,06:18:16.243514,5.208,20.8541,19.9331,서울특별시,용산구,6,5,9,AppPay,Bike,1,2.37,1
OD9937506002,13:29:40,14:31:12.175367,7.828,61.5363,8.1722,경기도,안산시 상록구,2,13,26,Card,Bike,3,0.0,4
OD5068632031,02:22:20,02:40:27.524078,3.63,18.1254,29.8841,경기도,용인시 수지구,5,2,8,Card,Scooter,4,0.23,1
OD7579719489,00:15:20,00:30:45.326488,3.782,15.4221,32.4441,서울특별시,관악구,3,0,20,Cash,Scooter,2,0.0,2
OD3273534392,01:48:33,01:56:27.944483,2.341,7.9157,26.6531,경기도,부천시,5,1,8,Card,Car,3,4.94,3
OD4637574111,10:02:02,10:28:12.693533,4.646,26.1782,12.305,서울특별시,영등포구,4,10,21,Card,Bike,1,0.7,4
OD9667452222,23:47:37,00:04:07.582418,3.73,16.5097,24.4957,경기도,평택시,3,23,27,AppPay,Scooter,2,1.58,4
OD8687012250,05:02:26,05:19:14.226547,6.154,16.8038,25.7587,경기도,김포시,2,5,12,Card,Bike,3,0.2,1
OD2429660759,17:50:48,17:59:22.122567,0.576,8.5687,20.5071,서울특별시,강서구,3,17,27,AppPay,Bike,4,1.13,2
OD1814019016,03:00:36,03:16:25.662110,6.002,15.8277,26.4576,서울특별시,은평구,1,3,25,AppPay,Scooter,4,1.7,4
OD4161287103,08:06:29,08:24:04.654889,3.527,17.5942,28.03,경기도,성남시 중원구,4,8,14,Cash,Scooter,1,0.86,4
OD1008334757,14:21:12,14:46:29.303460,3.61,25.2884,25.649,서울특별시,용산구,1,14,1,Cash,Car,2,0.69,2
OD4111231796,17:04:22,17:29:34.218429,4.753,25.2036,19.9026,서울특별시,강서구,1,17,18,Cash,Bike,2,2.06,2
OD3445232838,10:48:51,11:12:38.797065,6.481,23.7966,28.8091,경기도,평택시,3,10,27,Cash,Car,2,0.49,2
OD9334418454,22:01:53,22:23:22.278766,6.488,21.488,31.0111,서울특별시,은평구,1,22,25,AppPay,Scooter,3,1.02,1
OD1205410589,16:17:05,16:20:44.866512,1.249,3.6644,21.3904,서울특별시,성북구,3,16,27,AppPay,Bike,3,2.66,1
OD8428848226,07:40:24,07:59:59.263723,1.984,19.5877,14.7086,경기도,용인시 수지구,2,7,2,AppPay,Bike,3,0.77,4
OD1824188386,01:27:07,01:42:47.038209,4.469,15.6673,21.4726,인천광역시,부평구,0,1,3,Card,Bike,2,3.28,3
OD0320694725,04:11:20,04:35:40.136515,1.521,24.3356,12.8887,경기도,수원시 장안구,6,4,30,Card,Bike,4,0.57,2
OD1179950704,07:42:58,07:49:25.100503,1.146,6.4517,23.1022,서울특별시,종로구,6,7,30,AppPay,Scooter,4,1.48,4
OD3706904539,11:44:22,12:00:40.414674,2.811,16.3069,19.3464,경기도,안산시 상록구,4,11,7,Card,Bike,4,1.25,3
OD1294365951,10:10:18,10:27:56.026532,3.022,17.6338,21.1499,경기도,성남시 분당구,4,10,7,Card,Car,3,0.01,3
OD7404641788,19:13:22,19:51:48.899739,7.379,38.4483,19.811,경기도,안산시 상록구,1,19,11,AppPay,Bike,4,0.79,3
OD3643951803,05:27:38,05:46:47.603829,4.711,19.1601,22.6493,경기도,부천시,0,5,3,AppPay,Scooter,4,0.06,4
OD2457696808,18:52:45,19:12:05.359523,2.566,19.3393,19.8238,경기도,성남시 중원구,5,18,1,AppPay,Scooter,3,1.0,4
OD4751111222,03:21:24,03:33:46.325028,1.301,12.3721,158.1721,경기도,성남시 분당구,0,3,24,Card,Bike,3,4.49,2
OD0544896375,19:18:27,19:36:47.256000,2.481,18.3376,24.9139,경기도,수원시 장안구,4,19,14,AppPay,Bike,3,0.03,1
OD1323178408,22:17:17,22:43:32.493353,9.088,26.2582,20.7668,서울특별시,마포구,2,22,12,AppPay,Bike,6,1.2,3
OD3042627698,19:41:23,20:11:50.574069,3.555,30.4596,15.6905,-,-,2,19,19,Card,Car,5,1.39,5
