OrderID,Num_Traffic_Lights
OD3354378976,10.0
OD2225051626,17.0
OD7388248056,19.0
OD4007828958,4.0
OD7934025717,22.0
OD2366450736,15.0
OD7499822399,19.0
OD7050918312,18.0
OD6501623073,13.0
OD2446384931,15.0
OD0935770621,18.0
OD6765585128,20.0
OD1036192142,21.0
OD5563583456,20.0
OD5639247960,20.0
OD2243676662,9.0
OD9593714234,15.0
OD9224044302,14.0
OD1525987837,10.0
OD4514502861,12.0
OD4171846199,22.0
OD5793814904,12.0
OD4682242255,18.0
OD7292389345,10.0
OD0203816663,18.0
OD9781771524,7.0
OD4846044846,7.0
OD8142721539,18.0
OD7004985022,22.0
OD8057885150,11.0
OD7081393237,23.0
OD6683290534,15.0
OD2837399246,18.0
OD3698139680,8.0
OD4835070078,20.0
OD4615443829,5.0
OD6049696077,13.0
OD7863646153,20.0
OD7291468836,22.0
OD2222935185,20.0
OD8523115933,5.0
OD8628713312,10.0
OD0306458822,7.0
OD6079517652,7.0
OD1395176212,12.0
OD7222546744,4.0
OD7502147246,21.0
OD9565011685,10.0
OD8006644293,12.0
OD1463009611,18.0
OD1031957080,22.0
OD0734900429,8.0
OD0568807750,9.0
OD9129912536,23.0
OD8926865622,13.0
OD6327781784,14.0
OD9223577119,15.0
OD2612937691,6.0
OD9562428178,10.0
OD9720314045,6.0
OD6820270262,16.0
OD4694093252,17.0
OD7448450660,4.0
OD3613781974,20.0
OD6213287942,16.0
OD3432145404,17.0
OD3428617506,8.0
OD9038265036,11.0
OD0334827019,20.0
OD5050933681,12.0
OD0188676017,18.0
OD4712551991,14.0
OD7665226036,4.0
OD0005687832,6.0
OD2953912457,18.0
OD4541700825,14.0
OD7447801614,20.0
OD3269634263,11.0
OD0402070319,22.0
OD6418707714,10.0
OD6344789661,19.0
OD9308530747,19.0
OD8980749137,15.0
OD7366707462,7.0
OD0723785193,21.0
OD5225914583,16.0
OD8074375911,17.0
OD8005615706,15.0
OD0832231167,17.0
OD7228586032,9.0
OD3953943444,21.0
OD5321249743,5.0
OD3632949801,23.0
OD7163102583,6.0
OD6755053980,16.0
OD1821296328,6.0
OD7542443940,9.0
OD2773874020,22.0
OD3866681285,4.0
OD6820992689,23.0
OD7245796238,15.0
OD6074302058,14.0
OD7556808330,12.0
OD7065063054,15.0
OD6908468208,19.0
OD1448831791,18.0
OD8169888381,13.0
OD3291331229,16.0
OD3064115147,16.0
OD6792667096,10.0
OD2178605960,15.0
OD2084932872,5.0
OD1308109710,9.0
OD2857581642,21.0
OD7552785382,6.0
OD9043519519,11.0
OD8610889138,15.0
OD7204986245,7.0
OD6132431494,20.0
OD5653776156,17.0
OD7781702318,15.0
OD0591106479,5.0
OD9157978922,4.0
OD5780646219,23.0
OD5182461728,8.0
OD2896769560,7.0
OD4043268278,11.0
OD3640413864,21.0
OD4037828666,16.0
OD1378758795,4.0
OD9188083781,22.0
OD3106682241,16.0
OD6078063655,19.0
OD1207408997,10.0
OD7882587175,9.0
OD4308133933,21.0
OD4000908581,6.0
OD6196868085,4.0
OD4499380080,15.0
OD6178936901,18.0
OD0066837303,22.0
OD9157019228,23.0
OD5194781363,8.0
OD5066415208,9.0
OD0736199099,21.0
OD5351124107,10.0
OD5797615476,5.0
OD1592727377,18.0
OD0582468922,11.0
OD8443231950,12.0
OD1612139691,16.0
OD1853544523,6.0
OD3936432115,7.0
OD1614124176,16.0
OD1672544171,6.0
OD2209878023,10.0
OD1580869285,15.0
OD9361377190,10.0
OD9633863933,17.0
OD3976745147,16.0
OD6799024580,5.0
OD5711680095,17.0
OD7990519740,22.0
OD5934941834,12.0
OD1502361258,19.0
OD1930793971,12.0
OD7265811490,9.0
OD2263617650,17.0
OD4927764539,11.0
OD7411050849,19.0
OD6543060413,15.0
OD2989899412,13.0
OD9005310427,15.0
OD3842666381,17.0
OD9902544084,22.0
OD7297138863,15.0
OD2860977597,5.0
OD6071627515,9.0
OD7467919183,21.0
OD0834295337,6.0
OD0990370411,11.0
OD4890233762,11.0
OD8007011258,7.0
OD3010281198,10.0
OD8345928994,14.0
OD8530114196,19.0
OD7568786151,18.0
OD1478258602,12.0
OD0690017920,20.0
OD5074447484,12.0
OD1495473737,5.0
OD8524563659,20.0
OD1046801537,9.0
OD2654139367,20.0
OD5373085151,15.0
OD9973679447,18.0
OD8796290162,5.0
OD7747018988,22.0
OD7268561280,14.0
OD8560631047,5.0
OD1196374133,19.0
OD7719928473,20.0
OD9569856256,21.0
OD4651861049,18.0
OD5309644310,8.0
OD2274598808,20.0
OD0015106704,17.0
OD8407000977,23.0
OD0026118909,19.0
OD8941434266,23.0
OD9821286091,20.0
OD9335140409,7.0
OD3401091646,15.0
OD3832420659,10.0
OD5860490498,7.0
OD4563626530,9.0
OD4405779616,20.0
OD8222053755,15.0
OD8626285199,19.0
OD9642467725,5.0
OD7622780852,21.0
OD6150902274,7.0
OD5150652568,12.0
OD9066298307,19.0
OD6495111373,13.0
OD1437600753,19.0
OD3472465610,9.0
OD4829417280,5.0
OD3348943221,14.0
OD4478289902,20.0
OD3273978310,14.0
OD1552288949,11.0
OD8409042843,16.0
OD7302762545,22.0
OD4804596668,10.0
OD7328535384,16.0
OD7871990106,12.0
OD6245928671,20.0
OD7247098160,10.0
OD3541309678,6.0
OD4494196214,6.0
OD9753047206,10.0
OD7081983993,10.0
OD1298755422,15.0
OD3697854990,14.0
OD0797272145,17.0
OD1370774071,14.0
OD0925181492,5.0
OD6545861434,21.0
OD4564100134,20.0
OD5287554028,15.0
OD0920807936,22.0
OD0176466685,4.0
OD6314456756,16.0
OD9061167212,23.0
OD4821363452,12.0
OD5232851749,7.0
OD1330570066,19.0
OD1262116204,14.0
OD8633717572,19.0
OD6086759614,15.0
OD8208675049,23.0
OD6487753391,14.0
OD4907813505,5.0
OD0274927656,11.0
OD7557117086,7.0
OD0122694398,14.0
OD9573478675,22.0
OD1657707403,21.0
OD6043205294,13.0
OD0206452644,14.0
OD2239358599,14.0
OD8383698188,20.0
OD8795633883,20.0
OD1607228057,15.0
OD0748399642,6.0
OD4295056359,11.0
OD0834609873,21.0
OD2926523069,6.0
OD3662308443,23.0
OD1057933566,9.0
OD1214030648,9.0
OD9002964152,19.0
OD0124097665,23.0
OD2481466829,18.0
OD0693337090,20.0
OD3614382728,15.0
OD6848236878,10.0
OD9977544880,19.0
OD6261060239,8.0
OD1589335972,10.0
OD0680933533,4.0
OD1618617945,22.0
OD1382682317,8.0
OD1354554531,10.0
OD2149806331,5.0
OD5736573404,20.0
OD0516241184,15.0
OD7569935345,8.0
OD0900579080,21.0
OD0108638598,17.0
OD4371355469,5.0
OD7703160240,16.0
OD7400624812,14.0
OD6570233915,10.0
OD5420806527,12.0
OD9050920167,19.0
OD5240324044,9.0
OD9594952755,22.0
OD4890732431,7.0
OD8826808643,4.0
OD4748985341,9.0
OD5233704081,21.0
OD0630934535,15.0
OD1799601974,19.0
OD0161544041,12.0
OD3079129258,23.0
OD4971925041,10.0
OD8831280840,22.0
OD2474616032,22.0
OD0625463223,9.0
OD4441825419,11.0
OD0060768090,23.0
OD2751122347,14.0
OD1254252186,5.0
OD8944971874,15.0
OD3348213857,7.0
OD7171612060,13.0
OD0250819619,21.0
OD7333336546,11.0
OD2052919950,18.0
OD8693118047,5.0
OD9921612981,7.0
OD4619663780,16.0
OD3209181240,17.0
OD8201828661,23.0
OD4953597983,4.0
OD2791674532,10.0
OD0556058822,18.0
OD1384187544,22.0
OD9303019946,14.0
OD5536946506,14.0
OD2033835546,23.0
OD1356563304,4.0
OD7328483324,17.0
OD6380149944,15.0
OD8109482042,22.0
OD8898197241,20.0
OD0088876310,8.0
OD1027790268,10.0
OD6656169092,5.0
OD6176212970,8.0
OD8651413345,7.0
OD9114729880,4.0
OD4183648413,14.0
OD1252459730,21.0
OD4944256774,11.0
OD5932225385,18.0
OD1259836013,10.0
OD0382600203,21.0
OD4944366249,7.0
OD0065978827,5.0
OD2672087084,13.0
OD8507548075,19.0
OD5242466738,4.0
OD9414565397,15.0
OD3953351286,19.0
OD5361331011,14.0
OD4770279918,7.0
OD6729635849,22.0
OD8927437188,5.0
OD4688670174,14.0
OD1239963061,17.0
OD2121174522,20.0
OD7752735914,21.0
OD0167038893,21.0
OD5563030992,13.0
OD4987348604,15.0
OD5015675568,10.0
OD2186505687,23.0
OD4691317213,9.0
OD1641802274,11.0
OD6950936516,22.0
OD2443022632,15.0
OD6355240075,21.0
OD0233760521,20.0
OD2283063918,15.0
OD3554719188,23.0
OD6363593930,19.0
OD8658911901,9.0
OD4384182915,13.0
OD8950793896,10.0
OD6771775654,14.0
OD9439742670,19.0
OD3828341812,5.0
OD8042049570,5.0
OD7481534281,13.0
OD4463712803,5.0
OD1516400607,4.0
OD1516096789,4.0
OD3282619453,17.0
OD4013390080,20.0
OD3686859545,19.0
OD6478754604,5.0
OD7188521847,21.0
OD0048608481,5.0
OD1752695809,21.0
OD6386932591,22.0
OD5486519515,10.0
OD3465085598,4.0
OD9008753207,15.0
OD7104587539,19.0
OD6359824033,20.0
OD8199721350,21.0
OD7140687736,11.0
OD2757494004,21.0
OD3416190589,11.0
OD4980859867,13.0
OD8214172709,18.0
OD5817308593,6.0
OD8793135164,17.0
OD0080199416,17.0
OD4737901402,13.0
OD7675235952,7.0
OD9473529539,18.0
OD4299713272,12.0
OD9034931786,8.0
OD7431279296,20.0
OD4613600787,4.0
OD9495136433,14.0
OD2595276118,19.0
OD5955154625,19.0
OD6991424319,10.0
OD5738706594,21.0
OD0300962940,16.0
OD0294922858,15.0
OD2445375987,13.0
OD9151488677,8.0
OD1877623117,10.0
OD5142548285,6.0
OD0053873615,8.0
OD5920554905,18.0
OD4438802525,15.0
OD1367026350,19.0
OD3470872136,18.0
OD0798802595,11.0
OD6489508015,11.0
OD3179730191,10.0
OD4956866410,10.0
OD0065229121,7.0
OD0444468184,18.0
OD4825995459,11.0
OD7637520284,17.0
OD4615642138,19.0
OD5609966215,19.0
OD7793710216,20.0
OD5351457300,16.0
OD0198629265,20.0
OD0280562245,14.0
OD9503687194,23.0
OD1918401529,11.0
OD7602204309,9.0
OD6755685892,13.0
OD8548102723,9.0
OD4264250680,11.0
OD2915700780,16.0
OD8156188049,7.0
OD2211388700,18.0
OD4653141146,23.0
OD4938653045,9.0
OD8579826564,17.0
OD7321668882,14.0
OD1553843045,20.0
OD2562473353,17.0
OD1350729808,13.0
OD1166325136,17.0
OD5652733080,9.0
OD8601721527,7.0
OD9297240901,13.0
OD1200654269,10.0
OD0873909962,4.0
OD8020885385,13.0
OD0656727176,4.0
OD2326928630,14.0
OD7136088223,4.0
OD8368119468,20.0
OD1302161189,14.0
OD7935847883,5.0
OD5095235194,14.0
OD1536675771,10.0
OD6863172887,7.0
OD2263268727,6.0
OD4314231445,17.0
OD8968410656,9.0
OD8842561985,8.0
OD3196138317,5.0
OD0545688189,17.0
OD2160356323,7.0
OD7236277833,14.0
OD3714184542,8.0
OD2078855853,23.0
OD2521076857,5.0
OD9220261425,23.0
OD7456506954,8.0
OD6311855344,4.0
OD6851149598,4.0
OD8916361415,11.0
OD9755581690,21.0
OD7061097328,23.0
OD3589486343,7.0
OD4939225128,17.0
OD8534813572,11.0
OD1004173716,19.0
OD2875803775,11.0
OD6729777941,21.0
OD5526720752,23.0
OD1862623498,20.0
OD2082239441,19.0
OD9393854932,22.0
OD7446540616,7.0
OD3026521095,13.0
OD4132716223,10.0
OD2098076541,9.0
OD3251795074,23.0
OD7805594810,17.0
OD0738919509,14.0
OD5450289620,18.0
OD7128736905,13.0
OD8453242272,19.0
OD9058564365,21.0
OD8607861572,6.0
OD7848695778,17.0
OD2977040081,18.0
OD4346838892,14.0
OD1255960079,11.0
OD4342122650,4.0
OD2977249881,10.0
OD7463682177,9.0
OD9070854115,7.0
OD1904138534,15.0
OD0564119118,15.0
OD4967860549,19.0
OD1060012485,15.0
OD7816450392,4.0
OD8712911272,11.0
OD1178648109,5.0
OD4110171324,10.0
OD0658356302,18.0
OD9891039452,16.0
OD6298620800,19.0
OD6303948368,23.0
OD9501431537,11.0
OD4202563931,22.0
OD7281604192,7.0
OD2173926295,18.0
OD5861904314,8.0
OD3564416248,14.0
OD3310230827,22.0
OD9364081231,7.0
OD5228686117,4.0
OD5622143573,8.0
OD0772280727,11.0
OD8454830567,10.0
OD3743924981,6.0
OD8198204546,19.0
OD5402930448,17.0
OD1918577543,22.0
OD5308166747,23.0
OD9718967472,19.0
OD6092652729,13.0
OD1812144157,14.0
OD0166571218,9.0
OD5284433162,5.0
OD9644104160,11.0
OD3257852485,9.0
OD2322622426,6.0
OD2966802166,10.0
OD4856849315,9.0
OD8671354846,9.0
OD6417211255,21.0
OD2211496605,5.0
OD6441997568,6.0
OD7901129113,23.0
OD2738467708,15.0
OD1630826104,9.0
OD8029037434,8.0
OD5444535155,23.0
OD2082802797,18.0
OD5470423299,16.0
OD8167333318,7.0
OD2281140631,6.0
OD4687776337,12.0
OD5808535074,7.0
OD8787572038,5.0
OD2917129832,10.0
OD5308587094,5.0
OD0088308916,16.0
OD7941512352,6.0
OD4919620447,16.0
OD2613073740,14.0
OD3507649257,7.0
OD8580672045,18.0
OD2585730418,10.0
OD9954757206,22.0
OD7219506983,4.0
OD2256930141,23.0
OD4558694812,6.0
OD6059243290,19.0
OD0592220370,6.0
OD3136484396,19.0
OD8558455614,5.0
OD1785767775,13.0
OD2416639185,22.0
OD7316474445,16.0
OD9215472661,10.0
OD3060094113,5.0
OD2729955700,12.0
OD3866921666,12.0
OD7158765882,12.0
OD9846785813,9.0
OD7196633545,12.0
OD0479956701,9.0
OD2927122875,16.0
OD5048262189,9.0
OD5154809353,9.0
OD0777615617,15.0
OD9720273748,8.0
OD7916519518,9.0
OD0196350626,6.0
OD9016360505,14.0
OD8181314032,17.0
OD3318898753,18.0
OD3225055414,20.0
OD2646266929,8.0
OD8169651340,13.0
OD7608404463,12.0
OD1933782701,19.0
OD1770619464,14.0
OD0861448585,8.0
OD1241498258,5.0
OD1253149882,23.0
OD5218095238,12.0
OD9650616364,21.0
OD3587475655,23.0
OD1865993095,10.0
OD8921421002,10.0
OD1191694388,19.0
OD9698760732,10.0
OD1840538904,9.0
OD1923109008,17.0
OD9279196288,13.0
OD8211023388,15.0
OD2587902057,15.0
OD7618974268,14.0
OD0106669565,17.0
OD0285973903,9.0
OD3012006469,23.0
OD8569484771,21.0
OD7131075273,10.0
OD9574859809,5.0
OD0395663173,5.0
OD0268374766,6.0
OD0007380135,10.0
OD0514598354,10.0
OD4972047991,17.0
OD0269060426,7.0
OD5505898242,20.0
OD3257691319,22.0
OD1603852889,15.0
OD7778993099,16.0
OD8030048335,17.0
OD5372148712,10.0
OD9060257924,19.0
OD4932732120,8.0
OD3305630689,16.0
OD6195749379,15.0
OD6431638348,20.0
OD4328606952,7.0
OD3669731870,21.0
OD7284317032,9.0
OD7401823079,23.0
OD5294942704,21.0
OD2867715886,6.0
OD3535042622,22.0
OD5920155876,6.0
OD0582825620,13.0
OD6876510840,7.0
OD1026101161,20.0
OD3280849570,14.0
OD8906558355,13.0
OD2351489238,23.0
OD6693973773,22.0
OD6262043437,9.0
OD6478435294,20.0
OD9950255700,13.0
OD5794169505,14.0
OD9769555020,11.0
OD6768232057,15.0
OD3298822150,23.0
OD4358778334,22.0
OD9785396589,11.0
OD8571094655,6.0
OD4043012387,10.0
OD0951031664,21.0
OD1130805553,8.0
OD3984167504,12.0
OD5962349072,17.0
OD1626030114,12.0
OD9940354212,5.0
OD6634686542,9.0
OD2255056368,19.0
OD0747889649,22.0
OD4574292539,20.0
OD6621633648,5.0
OD0698701593,12.0
OD6382316656,9.0
OD7917507631,12.0
OD2422719639,14.0
OD3250404586,17.0
OD1326392683,21.0
OD2426130826,13.0
OD0407549651,7.0
OD7201213047,11.0
OD8438333958,4.0
OD8684567878,
OD3841724485,14.0
OD8155310735,18.0
OD8415783333,19.0
OD4969654417,5.0
OD1683479397,19.0
OD6498587250,21.0
OD6042419789,18.0
OD6522235026,21.0
OD7848168136,14.0
OD6025405558,14.0
OD1548855157,20.0
OD9382718413,6.0
OD0553960507,4.0
OD3704130618,8.0
OD8360078607,14.0
OD9672234435,19.0
OD9509157564,9.0
OD6256625631,13.0
OD5821866270,7.0
OD5543244585,22.0
OD8182132787,18.0
OD3330078995,12.0
OD7634893307,12.0
OD3871169656,10.0
OD6164984748,12.0
OD2773272477,17.0
OD1928958659,13.0
OD2436039349,5.0
OD0502245957,12.0
OD5033732798,23.0
OD4841730179,4.0
OD5531519377,19.0
OD4215120036,18.0
OD9277943887,13.0
OD9543048561,17.0
OD3940644620,21.0
OD1104362319,20.0
OD7541466346,4.0
OD7283120511,20.0
OD4331853036,23.0
OD9077174976,11.0
OD8520090819,19.0
OD7012832508,10.0
OD9474747582,11.0
OD2413086358,18.0
OD4081501593,16.0
OD6712540167,15.0
OD4696427700,19.0
OD6977303256,9.0
OD6519912811,20.0
OD7666136616,11.0
OD2633940761,21.0
OD7604700859,18.0
OD7521185869,22.0
OD8940708055,14.0
OD5993303219,8.0
OD1563513499,23.0
OD9899504235,15.0
OD3227228264,15.0
OD2752729603,11.0
OD2160349075,6.0
OD5340898755,16.0
OD5488790609,22.0
OD6961010906,5.0
OD1037115175,9.0
OD0001700679,21.0
OD7185106196,15.0
OD4262717022,11.0
OD2518440050,15.0
OD6832747454,11.0
OD4919447042,5.0
OD5704531680,17.0
OD6572865516,20.0
OD0483448105,5.0
OD1128766894,9.0
OD4719889854,17.0
OD8762398142,4.0
OD1374975234,16.0
OD2844722464,13.0
OD0625103446,11.0
OD6277670377,9.0
OD3726847704,13.0
OD0701333245,11.0
OD0223951109,7.0
OD4433591091,18.0
OD1496835747,19.0
OD7978116944,20.0
OD2302744581,12.0
OD1917041261,21.0
OD4831838689,12.0
OD6925122824,13.0
OD0147494587,13.0
OD7978018667,21.0
OD3125020322,5.0
OD5999518114,17.0
OD6130142543,4.0
OD5737712004,9.0
OD8297120907,21.0
OD3940234096,9.0
OD3907683676,10.0
OD1752152247,23.0
OD5704179937,16.0
OD3443908932,12.0
OD1193225325,20.0
OD9213446923,17.0
OD8187033402,20.0
OD8926681126,14.0
OD0270343072,14.0
OD9448201601,15.0
OD0426706161,20.0
OD4223035938,7.0
OD6846604178,9.0
OD4299585964,22.0
OD1980964426,18.0
OD1916251519,
OD8743345363,19.0
OD4232156428,21.0
OD3329111818,9.0
OD5181238181,17.0
OD6282186715,22.0
OD5991562615,16.0
OD4535200219,7.0
OD9629380311,14.0
OD6922806473,5.0
OD3392092564,10.0
OD7413389832,22.0
OD2537498767,10.0
OD8078522362,9.0
OD7898669713,17.0
OD5290323631,6.0
OD5798249901,12.0
OD8458282693,18.0
OD4409516667,13.0
OD4262657639,14.0
OD1174201090,14.0
OD4574360056,11.0
OD0398186230,17.0
OD1006034596,5.0
OD5162975143,10.0
OD8516436776,8.0
OD9760896612,5.0
OD5569713025,20.0
OD1881354741,19.0
OD9828302792,20.0
OD5285792868,14.0
OD8254106786,10.0
OD2587980771,4.0
OD3768967075,20.0
OD0066490134,21.0
OD8193459274,4.0
OD1255552626,14.0
OD4755759724,11.0
OD5608094280,14.0
OD5335288561,13.0
OD2871979250,21.0
OD3197496893,13.0
OD5696778264,20.0
OD3799572652,13.0
OD5520845950,20.0
OD3468157008,17.0
OD6385980143,21.0
OD0787140463,4.0
OD0506174258,18.0
OD8019836090,13.0
OD5414530974,9.0
OD6148755782,10.0
OD9861900244,22.0
OD5060045579,4.0
OD9329207198,21.0
OD3224088610,17.0
OD0090195170,22.0
OD8362587034,14.0
OD5070432716,10.0
OD1816279559,20.0
OD5125182708,19.0
OD3829365191,16.0
OD2763661208,16.0
OD2199244280,16.0
OD6904943735,14.0
OD0404005878,16.0
OD5558634448,10.0
OD1378395322,14.0
OD0662559290,9.0
OD6036229962,11.0
OD1791338048,12.0
OD0628107732,19.0
OD7777187046,22.0
OD4852430924,9.0
OD3821891509,20.0
OD4162163188,18.0
OD0983489421,21.0
OD2950182102,14.0
OD0502541016,18.0
OD3846305065,17.0
OD9733835347,21.0
OD6418622092,18.0
OD2751397144,19.0
OD5281144669,11.0
OD1866640479,20.0
OD5821082826,13.0
OD3864209786,7.0
OD2182650858,19.0
OD6947783414,4.0
OD9449679184,9.0
OD3988913141,15.0
OD1342773925,15.0
OD7894200691,6.0
OD3815881740,15.0
OD5753989961,18.0
OD5088129016,9.0
OD4196935106,15.0
OD5216650201,20.0
OD7241611975,12.0
OD0514521120,8.0
OD7459436897,17.0
OD8489934937,15.0
OD7817763370,13.0
OD0476086982,14.0
OD0878148316,11.0
OD6843611973,16.0
OD5494159499,4.0
OD2756241495,8.0
OD6748307792,14.0
OD4068303624,20.0
OD3326886371,23.0
OD5583105787,22.0
OD3480502593,5.0
OD0628284563,10.0
OD9757436254,13.0
OD3480085957,10.0
OD7268644127,19.0
OD5317102108,12.0
OD3794921199,6.0
OD8700350870,14.0
OD1096240928,12.0
OD8019309126,11.0
OD8501124681,7.0
OD3060410532,18.0
OD1723241784,9.0
OD8929208504,23.0
OD7339812787,5.0
OD0469165533,8.0
OD6731161486,9.0
OD8116978320,7.0
OD1621132795,15.0
OD9616427379,8.0
OD1062588368,5.0
OD6509623882,23.0
OD9719771601,11.0
OD4230739575,23.0
OD0401985319,15.0
OD3130118914,17.0
OD5931846830,14.0
OD3719821020,9.0
OD7703481793,6.0
OD1517209747,13.0
OD4359386748,18.0
OD8548832277,14.0
OD1017271081,14.0
OD8101310441,16.0
OD2513292711,5.0
OD4977942604,13.0
OD0839238696,6.0
OD8968160929,7.0
OD4270454889,15.0
OD9481290868,18.0
OD0976562874,18.0
OD6896905828,23.0
OD1938414682,8.0
OD6282293628,23.0
OD6058610271,7.0
OD8738679277,4.0
OD9291973423,19.0
OD2387051371,20.0
OD2409600937,13.0
OD7082536750,21.0
OD8704423726,19.0
OD4684354367,21.0
OD8648895967,5.0
OD5677799712,15.0
OD2668658702,23.0
OD3794732319,4.0
OD7837807587,4.0
OD2427164876,19.0
OD3801618383,14.0
OD9719835042,4.0
OD4301042413,17.0
OD9101632243,8.0
OD4544013587,20.0
OD3680527979,10.0
OD8871359778,4.0
OD6611563941,13.0
OD0095358121,6.0
OD1877077042,7.0
OD6905179400,22.0
OD8025764338,16.0
OD2792030419,21.0
OD5904674138,23.0
OD5728005081,19.0
OD0099045491,17.0
OD8392317638,11.0
OD3222212299,23.0
OD8495276339,20.0
OD7006417470,6.0
OD6749971604,6.0
OD6687009355,4.0
OD5360609815,8.0
OD8309701168,11.0
OD7883758794,16.0
OD0632141906,23.0
OD6745211441,20.0
OD9299348158,4.0
OD8588743455,23.0
OD3176987706,18.0
OD1574574470,22.0
OD0610664177,12.0
OD7706736524,20.0
OD8435010884,7.0
OD5361915026,14.0
OD0699063361,19.0
OD4516630695,17.0
OD9042886027,4.0
OD1429068019,22.0
OD9728574723,10.0
OD3163068483,5.0
OD1290354877,6.0
OD2954298903,9.0
OD9252721537,14.0
OD1613747128,10.0
OD7357006683,15.0
OD5365666432,23.0
OD4305999516,18.0
OD7980986022,18.0
OD8904158540,11.0
OD9463036014,22.0
OD3595881804,16.0
OD4826866056,9.0
OD6545695632,5.0
OD4114486501,11.0
OD3122521257,19.0
OD1995183009,9.0
OD7882645273,8.0
OD3617591671,20.0
OD3662476658,17.0
OD3381315392,9.0
OD9936796581,23.0
OD6830618738,7.0
OD8668002877,4.0
OD4530553297,13.0
OD7383192552,4.0
OD8807296250,19.0
OD9161911007,17.0
OD0356446274,6.0
OD6136237788,8.0
OD1153289492,10.0
OD5503729968,19.0
OD2738930583,6.0
OD0713617279,5.0
OD9108972232,13.0
OD8747559473,22.0
OD0841245623,8.0
OD4412260922,7.0
OD9090512875,13.0
OD6026739659,21.0
OD8135496260,16.0
OD0526208283,5.0
OD5992664544,21.0
OD1710005193,23.0
OD4736707511,18.0
OD0136575082,13.0
OD5455744152,11.0
OD0520249526,19.0
OD3929422961,20.0
OD7958285183,20.0
OD5314073893,14.0
OD2782512433,12.0
OD0709691625,12.0
OD8163519316,13.0
OD5477971462,6.0
OD9800457077,12.0
OD7407888797,15.0
OD7826137585,4.0
OD7174451713,11.0
OD9068519958,5.0
OD8971224916,22.0
OD9990985039,4.0
OD9788904061,21.0
OD8381155223,11.0
OD8740217284,5.0
OD5815962488,16.0
OD5454179129,13.0
OD6868076579,5.0
OD3806990753,20.0
OD9942327002,17.0
OD5850978475,19.0
OD3994813562,22.0
OD8783871109,17.0
OD4406758507,20.0
OD2898263084,15.0
OD5379500180,7.0
OD1772061982,11.0
OD0862632144,17.0
OD3426493646,11.0
OD2097102882,6.0
OD9211717748,22.0
OD1014436957,17.0
OD3271624509,18.0
OD3293627216,13.0
OD1334438639,21.0
OD2536595950,5.0
OD0029191298,15.0
OD4011392775,15.0
OD9429071221,15.0
OD6578524311,14.0
OD4359672892,21.0
OD8545475665,18.0
OD4806041285,19.0
OD6798749837,6.0
OD2467551588,22.0
OD0333395051,23.0
OD2078064833,8.0
OD1746487805,9.0
OD3499606614,14.0
OD5545207852,14.0
OD5132578112,15.0
OD0759195681,19.0
OD3359229331,4.0
OD2144099976,22.0
OD0785280210,23.0
OD2844473054,13.0
OD5379023345,9.0
OD1268184632,22.0
OD7854181628,20.0
OD1135074739,23.0
OD3462560661,12.0
OD3725560961,16.0
OD2167866341,13.0
OD4760675984,10.0
OD5120537283,13.0
OD8855946268,7.0
OD8630801439,9.0
OD5293224332,19.0
OD7090147524,21.0
OD0350220827,11.0
OD7959263986,6.0
OD9112437619,18.0
OD9503604079,8.0
OD8566197413,9.0
OD6427560204,19.0
OD2827938936,12.0
OD7903687811,23.0
OD5696019603,14.0
OD6297488723,10.0
OD6441396527,13.0
OD4679099374,11.0
OD5337691726,5.0
OD4943985240,9.0
OD9299351358,22.0
OD5719044765,4.0
OD5997951663,11.0
OD3733693491,23.0
OD4410894466,22.0
OD7550896999,18.0
OD0703168070,12.0
OD6820959012,11.0
OD8357323794,23.0
OD5775429611,9.0
OD6252049415,16.0
OD3648101263,9.0
OD7342853944,5.0
OD5734732541,13.0
OD8836534876,15.0
OD0584164069,22.0
OD8437402707,12.0
OD4136624727,6.0
OD4088777834,21.0
OD4177781178,21.0
OD5323497999,13.0
OD5196697950,13.0
OD1259355954,19.0
OD0693453704,21.0
OD0149159621,15.0
OD1090105607,20.0
OD6721701097,16.0
OD7536958658,22.0
OD4524095482,11.0
OD8298217528,12.0
OD4739659738,14.0
OD1763539456,17.0
OD7093250319,6.0
OD2357727983,19.0
OD1621485762,9.0
OD4533236912,7.0
OD2745665172,16.0
OD1209629668,16.0
OD1774732890,21.0
OD3763362533,14.0
OD9657296618,13.0
OD4682114294,23.0
OD2111062882,23.0
OD7096117580,9.0
OD5351316375,17.0
OD9124388250,11.0
OD5280907980,16.0
OD8899794967,19.0
OD3420216814,21.0
OD0116201522,8.0
OD4209657151,19.0
OD3409432406,5.0
OD4010564104,22.0
OD1915286253,22.0
OD7270055478,5.0
OD4431234231,23.0
OD8655998245,13.0
OD2246932097,19.0
OD7837814722,8.0
OD7174913843,11.0
OD3507863951,20.0
OD5562650417,14.0
OD8634064124,17.0
OD3172467068,20.0
OD9551602909,14.0
OD9714333455,10.0
OD2457046230,23.0
OD3433953837,12.0
OD7954728753,23.0
OD1436006566,21.0
OD8690095804,22.0
OD6658345680,7.0
OD2967438661,10.0
OD3138785404,6.0
OD0335977386,8.0
OD1665683603,12.0
OD4734256555,12.0
OD7630272590,10.0
OD3379298088,13.0
OD6342099141,12.0
OD0475540254,22.0
OD7255819790,4.0
OD0441060513,8.0
OD1645488122,11.0
OD2741277395,16.0
OD5885649322,21.0
OD7085730469,12.0
OD7849352705,20.0
OD3687095109,21.0
