product_name,metric_type,period,value,unit,description,source_title,source_url,source_date
동원참치액 진 900g,seasonality_multiplier,2025-03,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 900g,seasonality_multiplier,2025-04,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 900g,seasonality_multiplier,2025-05,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 900g,seasonality_multiplier,2025-06,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 500g,seasonality_multiplier,2024-07,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 500g,seasonality_multiplier,2024-08,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 500g,seasonality_multiplier,2024-09,1.25,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 500g,seasonality_multiplier,2024-10,0.925,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 500g,seasonality_multiplier,2024-11,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 500g,seasonality_multiplier,2024-12,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 500g,seasonality_multiplier,2025-01,1.25,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 500g,seasonality_multiplier,2025-02,0.925,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 500g,seasonality_multiplier,2025-03,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 500g,seasonality_multiplier,2025-04,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 500g,seasonality_multiplier,2025-05,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 500g,seasonality_multiplier,2025-06,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 900g,seasonality_multiplier,2024-07,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 900g,seasonality_multiplier,2024-08,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 900g,seasonality_multiplier,2024-09,1.25,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 900g,seasonality_multiplier,2024-10,0.925,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 900g,seasonality_multiplier,2024-11,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 900g,seasonality_multiplier,2024-12,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 900g,seasonality_multiplier,2025-01,1.25,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 900g,seasonality_multiplier,2025-02,0.925,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 900g,seasonality_multiplier,2025-03,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 900g,seasonality_multiplier,2025-04,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 900g,seasonality_multiplier,2025-05,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
프리미엄 동원참치액 900g,seasonality_multiplier,2025-06,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
